NAME;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
BGM-1752;BGM-1752;7;7;5;3;2;5;3;5;4;2;3;7;1;9;3;3;5;1;1;1;2;2;2;2;7;3;3;0;4;3;2;5;90;5;8;1.5;15.5;1.38;11.4627451;20.5;2.9;25.5;71.05166667;6.375;1.767272727;16.76181818;21.65818182;16.228;6.71;56.64818182;34.30909091
BGM-1756;BGM-1756;5;9;5;3;3;7;1;7;3;4;2;5;0;5;3;3;5;1;2;1;2;1;2;2;7;5;3;0;4;3;3;5;90;5;6;1.571428571;10.24;2.7;3.799252374;14.66;2.383333333;28.08333333;59.94416667;4.625;1.790909091;11.07818182;15.44454545;10.174;4.456;55.54363636;36.68727273
BGM-1759;BGM-1759;7;3;5;3;2;5;4;3;1;2;3;3;0;5;7;3;5;1;2;1;2;3;1;2;3;0;2;1;3;7;3;5;90;5;8;1.428571429;15.5;5.28;2.982066013;21.5;2.526666667;34.72222222;60.77555555;3.888888889;1.805833333;14.96166667;13.50666667;7.711818182;4.626;47.98166667;36.22166667
BGM-1759(B);BGM-1759(B);7;3;5;3;2;4;1;3;3;1;2;3;1;5;1;3;5;1;2;1;2;1;1;2;3;5;1;1;3;3;1;3;100;3;NA;1.333333333;18.58;4.34;4.299013597;28.28;2.2;20;48.34444444;2.444444445;2.05;19.03;8.88;5.695;3.11;30.91;37.28666667
BGM-1760;BGM-1760;5;7;5;5;2;5;4;7;4;1;1;3;0;5;1;3;5;1;1;1;2;1;1;2;7;3;3;1;4;3;2;5;70;5;8;1;13.36;2.9;4.617980295;23.4;2.35;25.3125;70.34416667;4.791666667;1.818461538;17.46;24.87769231;18.6025;8.768333333;55.43923077;36.71692308
BGM-1782;BGM-1782;5;2;5;3;3;7;1;3;1;3;1;5;0;9;3;3;5;1;1;1;3;0;2;2;3;5;3;0;4;3;3;5;50;3;8;1.666666667;19.78;2.98;6.63912037;28.32;3.556666667;26.54166667;67.60916667;3.874166667;1.802941176;14.63470588;19.46352941;14.3925;6.671875;58.76764706;37.07058824
BGM-1822;BGM-1822;5;7;5;5;3;6;2;5;2;1;1;5;0;9;3;7;5;1;1;1;2;1;2;2;7;3;2;0;4;7;2;5;90;3;4;1.428571429;18.52;3.14;5.93991342;23.3;2.12;26.35416667;56.99583333;4.958333333;2.165;15.69071429;14.01;10.03769231;4.525;45.91285714;33.77571429
BGM-1828;BGM-1828;7;7;5;3;3;8;2;5;2;1;2;5;0;2;7;7;5;1;1;1;2;2;2;1;3;5;2;0;4;7;1;7;80;3;8;1.5;13.96;4.04;3.452997433;17.26;2.88;20;53.3;7.333333333;2.34;26.59375;17.82375;13.56142857;4.431666667;38.145;34.45625
BGM-1837;BGM-1837;7;9;5;5;3;7;2;7;1;1;1;5;1;5;3;7;5;2;2;1;2;3;1;2;3;0;3;0;3;3;3;5;90;5;8;1.4;12.88;3.54;3.677437533;21.7;2.43;20;53.41333333;3.666666667;2.057777778;32.46777778;19.43222222;16.8375;4.072857143;34.24444444;36.01777778
BGM-1873;BGM-1873;9;3;5;9;2;5;4;5;4;3;2;5;1;4;3;7;5;1;1;1;2;0;1;2;7;0;3;0;4;NA;2;3;90;3;6;1.25;14.76;3.84;3.853063777;20.68;1.736666667;23.33333334;56.38444444;4.888888889;2.215714286;23.58857143;16.36857143;8.503333333;9.28;42.35857143;30.585
BGM-1876;BGM-1876;7;5;5;5;3;9;3;7;4;3;1;5;1;5;3;3;5;1;2;2;4;NA;1;2;7;5;2;0;3;3;3;7;100;5;8;1;16.08;4.52;3.564534802;20.48;1.963333333;42;62.69;2.666666667;2.264285714;26.51071429;34.10642857;31.42538462;4.57;56.21857143;37.54230769
BGM-1942;BGM-1942;5;3;5;3;3;7;2;5;2;1;1;3;0;5;1;3;5;1;1;1;2;3;2;2;3;5;3;1;3;3;2;5;70;3;8;1.142857143;14.46;3.92;3.698380039;17.3;1.5;20.75;58.66166667;5.166666667;2.462352941;29.42470588;31.35117647;25.37375;11.55466667;49.22823529;28.15588235
BGM-1957;BGM-1957;5;1;5;3;3;9;3;3;4;2;3;5;0;6;3;3;5;1;1;1;3;3;2;2;7;5;3;0;3;3;3;NA;90;5;8;1.4;15.62;1.18;13.32750583;17.02;1.893333333;27.19333333;63.95;3.694166667;2.113636364;25.57727273;20.29409091;14.46571429;8.361;44.33318182;29.96772727
BGM-1969;BGM-1969;7;3;5;3;2;3;2;3;3;4;2;5;0;5;3;3;5;1;3;1;2;3;1;2;7;5;3;0;4;3;1;7;110;3;4;1;18.6;5.64;3.306491433;23.94;1.476666667;23.66666667;45.84;4.666666667;1.91125;11.95;14.2175;10.56428571;5.345;52.86375;32.50125
BGM-1985;BGM-1985;3;7;5;9;3;9;2;7;3;2;3;3;0;5;7;3;5;1;2;1;3;3;2;1;3;5;3;0;4;3;2;5;90;5;8;1.285714286;12.74;3.56;3.590410415;14.5;2.513333333;16.83333333;47.3575;3.458333333;2.088333333;19.28083333;10.20416667;6.213636364;4.031818182;33.6875;36.205
BGM-2029;BGM-2029;7;3;3;3;3;5;4;3;4;3;2;5;1;5;3;3;3;1;2;1;2;3;2;3;7;5;2;0;3;7;1;3;100;5;8;1.2;15.14;3.58;4.234967812;27.8;2.925;29.16666667;60.37666667;3.666666667;2.05125;25.3525;11.63375;7.135714286;5.004285714;34.1575;35.465
BGM-2034;BGM-2034;7;3;5;5;3;8;3;5;4;2;3;3;1;2;3;7;5;1;2;1;2;2;2;1;7;0;2;1;4;3;1;7;100;3;8;1.25;11.52;3.76;3.073569157;18.44;2.58;18;56.73;4.333333333;1.84875;16.87625;15.2375;10.11142857;4.713333333;46.21125;33.89875
BGM-2047;BGM-2047;7;5;5;5;2;4;1;3;1;1;2;3;1;5;3;3;3;1;1;1;3;2;1;2;3;5;2;1;4;3;2;5;90;3;8;1;19.36;4.92;3.941074927;21.2;2.04;29.66666666;67.83777778;4.888888889;1.651;13.693;25.726;18.80777778;6.6575;65.951;36.103
BGM-2048;BGM-2048;9;2;5;3;3;7;1;5;2;1;1;5;0;5;7;7;3;1;1;2;1;0;2;2;3;5;2;0;4;3;1;3;0;3;8;1.4;23.34;6.32;3.701403988;32.28;3.59;29.33333333;66.04333334;3.222222222;1.914444444;16.67;27.52222222;20.9575;8.777142857;61.46666667;37.42222222
BGM-2055;BGM-2055;7;5;3;5;3;8;3;5;3;3;1;3;0;2;3;7;5;1;1;1;2;1;2;2;7;0;2;0;4;5;3;3;80;1;6;1;18.56;6.78;2.734991305;27.24;1.72;26.22222222;65.91555555;3.222222222;2.044444444;10.58625;29.45375;23.555;5.594285714;70.7525;31.0075
BGM-2060;BGM-2060;7;3;5;3;3;9;3;5;4;1;1;5;0;6;3;7;5;1;1;1;1;0;1;4;7;5;3;0;3;5;1;3;0;1;4;1.2;23;2.74;8.420788531;24.06;1.903333333;23.88888889;61.33888889;5.566666667;1.634444444;9.903333333;21.64777778;15.5125;7.195714286;65.06444444;32.60888889
BGM-2063;BGM-2063;9;5;5;3;3;8;2;5;4;1;2;5;1;5;3;7;5;1;1;1;2;1;2;3;7;0;2;1;4;7;2;3;80;1;8;1.2;17.56;4.2;4.190063108;23.46;1.096666667;27.11111111;57.93888889;3.333333333;1.693;14.557;17.588;15.27111111;2.71125;51.611;31.765
BGM-2066;BGM-2066;5;3;5;3;3;6;4;3;4;1;1;3;0;2;3;3;3;1;1;2;2;3;1;2;7;5;3;0;3;3;2;5;90;3;4;1;17.54;6.82;2.57271855;29.42;1.793333333;20.33333333;68.55444444;2.666666667;1.628;11.444;15.722;11.88333333;4.7825;59.203;31.275
BGM-2072;BGM-2072;7;7;5;7;3;9;4;5;4;1;2;5;0;5;3;3;5;1;1;1;2;2;2;2;7;3;2;0;4;3;2;5;90;1;3;1.166666667;19.62;6.34;3.107188997;32.8;2.166666667;26.22222222;63.4;3.888888889;2.386363636;24.64181818;18.95090909;14.42333333;6.20625;44;36.38909091
BGM-2073;BGM-2073;7;5;5;3;3;9;3;3;4;1;1;7;1;3;7;7;5;1;1;1;3;1;2;3;7;5;3;0;3;7;1;5;70;3;8;1;18.08;3.4;5.318954248;29.28;2.496666667;23.65555556;56.19555556;3;1.87;12.03111111;11.40444444;9.73;2.167142857;44.94222222;32.78
BGM-2074;BGM-2074;7;5;5;3;2;5;4;5;3;1;2;7;1;5;3;7;5;1;4;1;1;0;2;2;7;0;3;0;3;7;2;3;0;5;5;1;17.46;5.12;3.413755859;29.58;2.153333333;23.11111111;57.52444445;4.888888889;1.61125;14.30875;16.82375;12.95142857;5.595;49.3125;36.07875
BGM-2078;BGM-2078;7;7;5;3;1;4;1;5;1;1;1;9;1;5;3;7;5;1;4;1;3;0;2;3;3;0;2;1;3;5;2;3;90;1;4;1;19.46;4.96;3.928394839;30.68;1.816666667;33;53.21666666;3;1.736666667;10.64111111;19.29222222;15.76375;5.175714286;61.15333333;32.67111111
BGM-2082;BGM-2082;7;3;5;3;3;7;1;3;4;1;1;7;1;2;7;3;5;1;1;1;3;1;2;3;7;0;2;1;3;3;3;5;70;1;8;2;21.42;6.5;3.296101877;30.14;1.666666667;32.44444444;64.12333333;5.777777778;2.877777778;26.86444444;39.64;28.43625;8.741428571;58.47555556;34.26777778
BGM-2096;BGM-2096;7;5;5;5;2;4;2;5;1;1;1;5;1;3;3;7;5;1;1;1;1;0;2;3;7;0;3;1;3;3;1;3;0;3;6;5;18.26;3.92;4.685759496;22.6;1.71;33;55.13;3.333333333;2.046666667;14.62;15.86333333;7.71;6.52;51.51666667;37.11666667
BGM-2103;BGM-2103;9;7;5;5;1;4;2;7;1;1;1;3;0;5;7;3;5;1;1;1;3;3;2;2;3;0;2;1;4;NA;2;7;90;3;8;1;14.2;4.74;3.012758464;21.72;1.26;23.66666667;41.65333333;3.333333333;2.014285714;16.08142857;20.20714286;12.27;10.415;53.12428571;34.86333333
BGM-2104;BGM-2104;7;5;3;3;3;9;4;3;4;1;1;1;1;5;7;7;3;1;1;1;2;2;1;3;7;5;2;1;3;3;2;3;80;4;8;1.133333333;12.12;3.18;3.811004441;18.12;1.616666667;23.11666667;58.38;4;1.634117647;10.138125;15.04;9.425;5.614375;58.4775;34.74266667
BGM-2107;BGM-2107;5;5;3;3;3;7;2;3;1;1;1;3;1;5;3;3;3;1;3;1;2;2;2;3;7;3;3;1;4;3;2;5;90;2;6;1;14.68;3.62;4.058556194;15.9;1.873333333;43.66666667;65.93333333;5.333333333;2.365;20.535;30.085;38.96;6.81;55.84;37.16
BGM-2111;BGM-2111;3;7;3;3;2;5;4;3;3;1;1;5;1;5;NA;3;3;1;2;2;2;2;2;3;7;3;3;1;3;3;2;3;115;1;NA;1.958333333;14.615;4.56;3.215255713;24.06;2.029166667;22.13083333;47.3721875;3.967604167;1.296451613;8.723870968;15.92849462;10.43630435;5.799032258;65.71623656;34.96032258
BGM-2114;BGM-2114;7;7;5;5;1;5;4;5;4;1;1;5;1;5;5;7;5;1;2;1;1;0;1;2;7;0;2;0;3;NA;1;3;0;1;8;1;14.94;4.86;3.07427128;24.26;1.386666667;21;52.41666667;2.666666667;1.271428571;7.321428571;18.37285714;16.295;4.833333333;63.19857143;30.296
BGM-2119;BGM-2119;7;7;3;3;3;9;4;5;4;1;2;3;1;4;3;7;3;1;1;1;2;2;1;3;7;0;3;0;3;3;1;5;95;3;2;1;18;2.52;7.185086957;28.22;2.438333333;23.66666667;62.45666667;5.166666667;2.002;15.11066667;19.80133333;14.40857143;7.882307692;60.39066667;35.19333333
BGM-2120;BGM-2120;7;7;3;7;3;6;2;7;4;1;1;3;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;1;3;3;2;3;115;3;8;2.5;16.48;4.48;3.705098039;20.8;2.381666667;29.16666667;58.54833333;5.333333333;2.3225;50.355;38.365;33.56333333;9.763333333;43.445;35.6
BGM-2123;BGM-2123;7;5;5;5;3;6;2;5;1;2;1;5;1;5;3;3;5;1;2;1;2;2;2;3;3;5;3;1;3;7;3;3;90;1;6;1.846153846;12.2;3.8;3.224430379;21.58;2.658333333;30.24833333;59.26708333;5.305833333;2.438148148;33.03851852;32.82703704;27.90461538;5.279615385;49.8137037;39.72814815
BGM-2127;BGM-2127;9;7;5;5;2;3;4;5;4;1;2;5;1;5;3;7;5;1;2;1;3;1;2;2;7;0;2;0;3;3;2;3;90;5;6;1;15.8;4.58;3.455686285;21.02;1.716666667;21.33333333;40.14666667;4;1.633333333;19.33166667;30.38;19.798;15.804;59.57333333;33.34666667
BGM-2143;BGM-2143;7;5;5;3;3;8;2;5;4;3;1;5;1;7;3;3;5;1;1;1;2;1;1;2;7;0;3;0;3;3;3;5;90;1;4;1;18.78;2.98;6.309256254;23.46;2.193333333;20.66666667;56.47;3.666666667;2.071666667;18.57833333;18.89833333;11.766;8.944;51.175;37.67833333
BGM-2148;BGM-2148;5;1;5;3;1;5;1;3;2;1;1;5;1;2;3;7;5;1;1;1;1;0;2;2;7;3;2;0;3;3;3;3;0;3;6;1.5;18.38;6.08;3.027305374;24.78;1.726666667;21.33333333;62.67333333;3;1.473888889;11.73611111;17.04777778;10.89470588;6.819411765;59.82555556;34.34333333
BGM-2149;BGM-2149;3;5;5;5;1;4;1;5;1;3;1;3;1;5;3;7;5;1;1;1;1;0;2;2;3;0;2;0;4;NA;3;3;0;5;8;1;16.06;4.74;3.394527637;23.26;1.97;28.33333333;62.40333333;4.333333333;1.442;12.604;10.554;4.035;5.415;46.782;34.86
BGM-2156;BGM-2156;7;3;5;3;3;5;1;5;2;1;2;5;1;2;3;7;5;1;1;1;3;1;2;3;3;0;3;0;3;3;1;3;90;3;6;2;19.32;5.94;3.258694577;27.02;2.26;25.66666667;49.98;3.333333333;1.968;19.314;12.824;10.3875;3.7325;40.04;37.35
BGM-2157;BGM-2157;3;7;3;5;1;3;4;5;4;3;1;3;1;2;3;3;5;1;1;1;2;2;2;2;7;3;3;1;3;3;2;3;90;4;4;1;17.52;5.82;3.01088314;25.74;1.696666667;19.66666667;42.15;3.666666667;1.71;12.09428571;4.271428571;1.76;2.16;27.17;36.01833333
BGM-2160;BGM-2160;5;2;5;3;2;9;3;3;4;4;1;3;1;2;3;3;5;1;2;1;3;2;1;2;7;3;2;1;3;3;1;3;90;3;5;1.4;15.64;4.56;3.449621842;25.04;2.31;30.11111111;56.64222222;4.222222222;1.73;15.87166667;16.57;12.634;6.302;50.23166667;37.63833333
BGM-2162;BGM-2162;9;7;5;7;3;6;2;5;4;1;2;5;0;4;3;3;5;1;1;1;1;0;1;2;7;3;3;1;3;3;1;3;0;1;4;1.75;17.06;2.88;5.947757936;19.58;2.013333333;23.22222222;55.34444444;3.333333333;2.076;12.898;11.902;8.34;2.9175;46.266;36.244
BGM-2163;BGM-2163;9;5;5;3;3;9;3;3;4;1;1;5;0;2;3;7;5;1;1;1;2;1;2;2;7;5;2;1;3;3;1;3;80;5;8;1;13.9;3.94;3.527832006;20.48;1.16;20.88888889;59.67333333;3.222222222;1.546666667;5.603333333;8.91;6.752;2.994;62.57833333;33.74333333
BGM-2171;BGM-2171;7;7;5;3;1;4;3;5;4;2;1;5;1;4;3;7;5;1;1;1;3;2;NA;2;7;3;1;1;3;7;1;5;90;3;NA;2;18.34;2.64;6.993908046;20.78;1.766666667;28.66666667;62.94666667;4;1.735;8.42;12.48;7.44;5.035;60.265;32.66
BGM-2180;BGM-2180;5;9;9;7;3;9;3;5;4;3;1;3;1;4;3;7;5;1;1;1;1;0;NA;2;7;0;3;0;3;3;1;3;0;5;NA;1;12.66;2.2;5.760718991;15.5;2.096666667;14;54.95333333;3.333333333;1.25;4.08;4.47;0;4.47;52.165;30.605
BGM-2184;BGM-2184;7;5;7;3;3;6;2;3;1;1;1;5;1;9;3;7;5;1;1;1;1;0;2;4;3;5;3;0;4;3;3;5;0;3;8;1;20.7;2.82;7.372102122;24.6;2.22;20.55555556;61.00666667;5;1.665;10.62;12.155;8.404;4.604;54.89666667;31.495
BGM-2191;BGM-2191;5;5;5;3;2;9;2;5;4;1;2;7;1;6;3;3;5;1;2;1;2;3;2;2;7;5;3;1;3;NA;1;7;90;3;8;1;22.38;2.44;9.253246752;25.26;1.44;28.33333333;50.68333333;1;1.4825;8.785;8.3725;6.23;4.05;48.29;35.52333333
BGM-2201;BGM-2201;7;7;5;5;2;6;4;5;1;1;1;5;1;6;7;3;5;1;1;1;2;1;1;2;3;5;2;0;4;3;2;5;50;5;NA;1;14.18;4.54;3.127411067;24.24;1.803333333;21;58.53333333;4.666666667;1.286666667;5.975;11.43666667;7.194;4.508;65.11666667;30.21666667
BGM-2208;BGM-2208;7;5;5;3;3;6;3;5;4;3;1;3;0;5;7;7;5;1;2;2;2;3;1;2;7;0;3;1;4;NA;3;7;160;5;8;1;14.5;5.24;2.776675943;17.06;1.22;22.66666667;42.02666667;3.333333333;1.486;13.095;7.8475;0.27;9.196666667;32.2825;36.88333333
BGM-2211;BGM-2211;5;7;3;3;3;7;1;7;4;1;1;3;1;5;3;7;5;1;2;1;3;2;1;2;7;0;3;0;3;3;1;7;90;5;3;1;22.68;6;3.782925069;31.04;1.523333333;22.33333333;46.5;1.666666667;1.926;14.936;10.124;8.4325;3.13;39.86;33.75
BGM-2212;BGM-2212;7;7;5;5;1;5;4;5;4;3;2;5;1;5;7;7;5;1;1;1;2;2;2;4;7;0;3;1;3;3;2;7;90;1;6;1.333333333;18.56;4.44;4.205136156;23.48;1.906666667;27;65.04333333;4.666666667;1.84;9.382;11.94;7.325;5.0075;57.608;34.362
BGM-2230;BGM-2230;5;7;5;7;1;4;1;7;1;3;1;5;1;5;3;7;5;1;2;1;2;2;2;4;3;3;3;1;3;3;NA;3;100;5;8;1;17.76;5.44;3.288138952;26.56;2.153333333;19.66666667;75.19;1.666666667;1.46;7.337142857;7.38;2.208333333;5.155;50.70285714;33.21
BGM-2238;BGM-2238;5;5;5;3;1;4;1;3;1;1;1;5;1;3;3;3;5;1;1;1;2;1;2;2;3;0;3;0;3;3;1;3;70;4;8;1;15.18;3.38;4.486943277;22.88;1.526666667;39.33333333;62.84333333;2.666666667;1.573333333;15.60333333;9.546666667;5.37;1.07;36.22;37.86666667
BGM-2248;BGM-2248;9;3;5;3;3;8;3;5;4;2;1;5;1;5;5;3;5;1;2;1;3;2;2;2;7;0;2;0;4;3;2;3;90;5;8;2;16.12;4.9;3.290006653;28.4;1.706666667;25;45.06666667;3.333333333;2.004;20.132;9.86;5.4725;4.715;34.932;34.682
BGM-2255;BGM-2255;3;3;5;3;1;3;4;3;4;1;1;3;1;2;3;7;5;1;2;1;2;1;2;2;7;0;3;0;3;3;2;5;100;3;2;1;16.44;5.44;3.024460369;23.94;1.333333333;26;51.12666667;4;1.955;12.69833333;9.343333333;5.682;3.274;42.92833333;34.88
BGM-2260;BGM-2260;7;7;5;7;1;3;4;7;4;3;1;7;1;2;3;7;5;1;2;1;3;2;1;2;7;0;3;0;4;NA;2;5;90;5;6;1;17.74;5.12;3.467522327;36.14;2.93;41.33333333;92.00666667;3;1.982;24.23;23.974;17.3625;5.46;52.322;35.564
BGM-2263;BGM-2263;5;5;3;3;3;5;4;3;4;2;1;5;1;5;7;7;3;1;2;1;2;2;1;3;7;0;3;0;3;7;1;5;100;3;NA;2;16.5;4.54;3.651758828;27.2;1.94;25.5;59.48666667;3.75;1.8;47.74;37.2;15.49;21.7;43.79;37.86
BGM-2283;BGM-2283;7;5;5;3;1;3;4;3;4;3;1;3;1;9;3;3;5;1;2;1;1;0;2;2;7;0;2;0;4;3;2;3;0;1;8;2;20.26;6.02;3.371829645;34.64;1.85;31.66666667;51.50333333;6.666666667;2.398;23.038;18.402;13.28;3.7;46.11;35.09
BGM-2284;BGM-2284;5;1;5;3;1;5;4;3;3;4;1;5;0;5;7;3;5;1;2;1;3;1;2;3;7;0;3;0;3;5;2;3;100;5;NA;1.333333333;17.96;6.16;2.912933758;25.9;2.15;25.33333333;49.73333333;3.666666667;1.738;16.374;10.226;6.2675;3.7075;43.872;36.752
BGM-2294;BGM-2294;5;7;3;5;3;8;1;5;3;2;1;5;1;5;7;3;5;1;1;1;1;0;2;3;7;5;2;0;4;NA;3;5;0;3;4;1;16.02;4.5;3.57030563;30.56;1.513333333;20;56.81666667;6;1.933333333;11.36;9.586666667;5.725;4.71;47.97333333;34.65333333
BGM-2326;BGM-2326;7;3;5;3;2;4;2;5;1;1;1;3;1;3;5;3;3;1;2;1;2;2;1;3;7;0;3;1;3;7;2;3;90;4;6;1;13.46;3.28;4.111742424;18.06;2.043333333;29.66666667;47.39666667;3.666666667;1.7;11.72;25.3;NA;NA;68.35;32.97
BGM-2328;BGM-2328;3;5;3;3;3;6;2;3;3;1;1;3;1;4;3;7;3;1;4;1;2;2;1;3;3;0;2;0;3;3;1;3;90;3;8;1.75;12.67;2.75;4.7343766;16.9;2.029166667;21.66666667;63.51416667;8.833333333;1.8975;21.815;23.105;16.64;9.743333333;52.1275;34.3475
BGM-2334;BGM-2334;7;3;5;3;3;8;2;3;1;1;1;5;1;4;3;3;3;1;4;1;1;0;1;3;3;5;3;0;4;3;1;3;0;2;NA;1;12.44;2.42;5.201969295;17.3;1.513333333;34;47.74;4.333333333;2.2;5.78;18.58;NA;NA;76.27;29.47
BGM2337;BGM2337;7;7;3;5;3;9;2;7;4;1;2;3;1;5;3;3;3;1;4;1;1;0;1;3;7;3;2;0;4;3;2;5;0;2;6;1;12.32;2.92;4.219705656;17.06;1.88;29.33333333;48.13;4.666666667;0.745;13.335;7.99;0;9.9;51.16;NA
BGM-2337;BGM-2337;5;5;3;3;2;6;2;5;3;1;2;5;1;8;1;3;3;1;1;1;1;0;1;4;7;5;3;0;4;3;1;3;0;2;6;1;19.72;1.84;10.91992785;23.74;2.433333333;19.66666667;59.41666667;2.666666667;0.745;13.335;7.99;0;9.9;51.16;NA
BGM-2339;BGM-2339;5;7;3;5;3;9;3;5;4;1;1;5;0;5;3;7;5;1;1;1;2;1;1;3;7;5;3;0;4;3;2;3;80;2;3;2.8125;19.88;5.04;3.956048723;27.94;1.7225;25.01166667;46.59166667;3.888333333;2.631875;31.91375;28.338125;24.890625;3.44625;47.339375;38.259375
BGM-2344;BGM-2344;3;5;5;3;3;8;2;3;3;2;2;5;1;2;3;7;5;1;4;1;1;0;2;3;7;5;2;0;3;3;1;5;0;3;4;1;12;3.34;3.607647907;18.08;1.87;29;35.72666667;6.333333333;2.056666667;14.37666667;14.44666667;8.79;3.16;48.84;37.18333333
BGM-2345;BGM-2345;5;9;3;5;3;9;4;3;4;1;2;5;1;5;1;3;3;1;1;1;3;2;1;3;7;5;3;0;4;3;1;3;110;3;NA;1;9.71;3.46;2.786567009;16.96;1.871666667;18.83333333;43.09;3.916666667;2.43;23.04;14.39;4.86;9.53;38.44;33.58
BGM-2346;BGM-2346;3;5;5;3;1;4;1;5;3;1;2;5;1;5;3;7;5;1;2;1;2;2;1;3;7;0;2;1;3;3;2;5;90;5;4;1;10.74;3.64;2.967527151;20.2;1.573333333;26.66666667;47.93;5;1.76;18.91;15.58;9.32;7.245;44.85333333;35.84
BGM-2347;BGM-2347;7;3;5;5;NA;3;3;3;3;2;1;7;1;6;3;3;5;1;2;1;1;0;1;3;7;5;3;0;4;3;2;5;0;3;4;1;14;2;7.089646465;17.64;1.456666667;31;43.22333333;6;2;13.98333333;8.26;4.505;3.655;37.46666667;38.87666667
BGM-2352;BGM-2352;3;3;3;3;3;6;2;3;1;1;1;5;1;5;7;7;3;1;1;1;3;2;2;3;7;5;2;0;4;3;1;5;100;1;4;1;7.76;2.5;3.101307692;11.68;1.89;29.5;66.99666667;7.166666667;1.7925;13.57;19.32;11.09;9.88;57.3475;32.6575
BGM-2358;BGM-2358;9;7;5;9;3;6;2;7;4;1;5;3;0;5;1;3;3;1;1;2;2;3;1;2;7;5;2;1;3;3;2;5;90;5;3;1.4;8.9;3.76;2.370202669;21.7;3.203333333;32.33333333;72.54333333;5;2.168333333;27.08833333;12.375;6.562;4.642;36.90166667;30.446
BRS-396;BRS-396;7;3;5;3;3;6;4;3;2;2;2;3;1;5;7;3;3;1;3;2;2;1;2;3;3;5;3;1;3;3;2;3;80;3;6;1;10.8;2.78;4.075925926;13.8;1.76;13.66666667;37.38;5.666666667;1.597272727;6.911363636;9.631363636;6.466875;2.625625;58.51681818;30.4045
BRS-CS01;BRS-CS01;7;5;5;3;2;5;4;3;1;1;1;5;1;4;3;3;5;1;1;2;2;2;1;3;3;5;3;0;3;3;2;5;110;2;8;1.125;13.26;2.04;6.515684666;15.84;1.496666667;24;49.13666667;4.666666667;1.501875;4.86125;12.148125;6.761333333;5.374666667;71.18875;35.43625
BRS-Formosa;BRS-Formosa;7;3;5;3;2;8;1;3;3;1;1;5;1;4;3;7;5;1;1;1;2;2;1;2;7;0;2;0;4;7;1;7;90;1;6;1.607843137;20.08;3.38;5.965901116;31.5;2.446666667;27.21333333;63.15833333;7.609166667;1.845691489;17.42904255;26.75361702;15.77202532;10.66660377;60.67138298;35.0989418
BRS-FormosaTetra;BRS-FormosaTetra;3;5;5;3;3;8;2;3;4;1;1;3;1;5;1;3;3;1;1;2;2;1;2;2;7;0;3;0;3;7;1;5;85;2;NA;1;7.74;2.52;3.229495798;10.92;1.4;0.103333333;42.55666667;1.333333333;0.75;1.94;0.85;NA;NA;30.43;NA
Cana-Verde;Cana-Verde;3;9;3;5;3;7;2;3;4;3;1;5;1;5;3;3;3;1;3;1;2;1;2;3;7;3;2;1;3;3;1;5;90;2;5;1;16.36;5.3;3.08730575;26.44;1.16;16;38.86666667;6.333333333;1.92;11.83;4.675;2.27;1.1;27.83;33.735
CLRangel;CLRangel;3;3;5;3;2;5;4;3;4;1;1;5;1;7;1;3;5;1;3;2;2;1;2;3;3;0;2;0;3;3;1;3;95;2;8;1;15.7;3.14;5.132322557;19.64;1.11;26.33333333;52.39333333;5.666666667;1.6;7.15;17.74;15.28;3.1;71.39;36.115
CPAFRO-04=Amarelo;CPAFRO-04=Amarelo;7;2;5;3;3;9;4;3;4;2;3;5;1;5;5;3;5;1;1;NA;1;3;1;3;3;5;2;1;3;5;2;7;0;4;8;1;16.6;4.32;3.855493669;18.1;1.97;51;79.2;5.333333333;2.12;36.18;38.385;25.19;4.13;53.915;37.675
CPAFRO-05=ENTALA-GATO;CPAFRO-05=ENTALA-GATO;5;9;3;7;1;7;1;3;1;1;1;5;1;5;5;3;5;1;2;NA;1;3;1;3;3;0;2;0;3;3;2;3;0;4;4;1;17.5;5.26;3.325604766;30.64;2.5;47;53.91;5.333333333;2.07;20.125;24.715;21.46;5.9;61.995;34.085
CPAFRO-06=FOLHA-FIna;CPAFRO-06=FOLHA-FIna;7;2;3;3;3;9;4;3;4;1;2;3;1;4;1;3;3;1;4;2;1;0;2;3;7;3;2;0;3;3;2;3;0;1;3;1;10.2;1.86;5.611764706;10.6;1.635;20.33333333;46.47666667;4.666666667;2.18;25.94;19.51;17.33;2.19;42.93;35.47
