Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
BGM-0263;7;5;5;7;3;6;NA;5;4;2;1;3;1;5;NA;3;5;NA;3;1;2;NA;NA;3;7;5;2;0;4;7;1;7;60;3;NA;NA;10;2.6;3.846153846;14.1;NA;NA;NA;NA;2.288333333;19.24166667;3.96;0.892;1.475;14.612;27.5625
BGM-0264;5;7;5;5;3;7;3;5;3;1;1;5;1;5;3;3;5;1;1;1;2;0;2;1;7;5;3;0;3;3;2;5;80;3;8;3.366666667;11.94;4.22;2.831988403;19.26;3.233333333;19.25;57.78416667;3.25;2.0665625;26.38458333;22.40635417;17.22515789;6.00075;45.756875;36.36895833
BGM-0266;5;7;3;3;2;8;3;5;3;2;1;5;1;2;3;3;5;1;3;1;3;2;1;3;7;3;3;0;4;3;2;5;90;3;3;1.8;11.68;3.48;3.352274727;21.44;2.176666667;19.44444445;52.95444444;3.333333333;1.772222222;16.62777778;13.90444444;10.09125;3.8375;46.16222222;35.14555556
BGM-0267;7;3;5;3;1;4;2;3;1;1;3;7;0;9;3;7;5;1;2;1;2;2;2;2;7;3;2;1;3;3;1;5;90;3;8;1;22;3.52;6.297044131;25.12;1.826666667;21.66666667;60.67;2;1.8375;10.96;7.0075;1.003333333;5.133333333;37.7075;33.205
BGM-0268;3;9;5;7;3;9;3;5;4;1;1;5;1;5;3;3;5;1;2;1;1;2;2;2;7;NA;2;0;3;3;1;5;100;3;4;2;13.36;4.24;3.151132877;19.2;1.83;26.79166667;64.16166667;3.708333333;2.019;15.22;15.594;12.50333333;3.914444444;49.117;31.899
BGM-0269;5;1;5;3;3;6;2;3;3;2;2;5;1;5;3;7;5;1;1;1;3;1;2;3;3;3;3;1;3;3;3;5;80;3;8;1.285714286;16.52;3.52;4.704120887;20.02;1.86;18.20833333;47.23166667;4.75;1.693333333;10.2975;9.388333333;5.523636364;3.913636364;43.72083333;34.54454545
BGM-0270;9;7;5;5;3;6;3;5;4;1;1;5;0;5;3;7;5;1;2;1;3;2;2;2;7;5;3;0;3;3;1;5;110;3;4;1.5;11.22;3.56;3.161530049;14.8;2.016666667;24.20833333;49.12;4.125;2.246153846;17.95076923;12.60230769;9.409090909;3.213;37.57615385;36.46692308
BGM-0271;3;7;3;7;3;9;2;3;4;1;1;3;1;5;3;3;3;1;1;1;2;2;1;3;7;0;3;0;4;3;1;5;120;5;8;1;14.92;4.28;3.505637007;19.66;2.596666667;44.66666667;68.99333333;4;2.29;25.4575;24.18375;22.39;3.753333333;48.28875;38.20285714
BGM-0271?;7;5;5;3;3;9;4;3;4;1;1;5;1;9;1;3;5;1;1;1;2;2;1;3;7;5;3;1;3;7;2;5;110;NA;NA;NA;13.48;2.74;5.117743471;16.9;2.053333333;26.33333333;51.78666667;4.666666667;NA;NA;NA;NA;NA;NA;NA
BGM-0273;7;2;5;3;3;5;2;3;4;2;1;3;0;5;3;3;5;1;3;1;2;1;NA;3;7;5;3;1;4;3;1;5;100;5;4;NA;12.08;3.42;3.533515853;13.18;NA;NA;NA;NA;2.796666667;44.76666667;37.50333333;34.00166667;4.86;44.125;38.93166667
BGM-0276;7;2;3;3;3;9;3;3;4;1;1;5;1;5;3;3;5;1;1;1;2;2;2;3;7;3;2;1;3;5;1;5;110;2;6;1;16.36;4.56;3.592107661;17.5;1.023333333;28;56.22;3.333333333;2.612;32.632;29.878;28.3525;0.59;48.132;39.72
BGM-0277;3;5;5;3;2;7;2;5;3;1;1;5;1;2;3;7;5;1;1;1;2;0;1;2;7;5;3;0;4;3;2;5;90;5;8;2;18.34;6.66;2.754196999;30.62;3.1;25.75;64.76;4.458333333;1.557692308;14.17538462;18.52846154;13.39166667;5.360833333;58.87538462;29.51384615
BGM-0279;7;7;5;9;3;6;2;5;4;1;1;5;1;5;3;7;5;1;1;1;1;0;1;2;7;0;3;0;3;3;1;5;0;1;8;2;17.84;4;4.506616343;25.48;2.1;30.88888889;57.50444444;5.888888889;2.785833333;35.38666667;37.01166667;31.10454545;8.761428571;51.48166667;35.76916667
BGM-0280;7;7;5;3;3;8;3;5;4;1;1;5;0;5;3;7;5;1;1;1;2;1;2;2;7;5;3;0;4;3;1;5;100;3;4;1.333333333;11.44;3.6;3.167489131;16.1;2.523333333;26;47.67;4;2.4625;24.6;20.28625;16.58857143;4.693333333;42.44625;34.95875
BGM-0281;5;3;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;1;0;2;2;7;3;2;0;3;3;2;5;0;5;8;2.142857143;19.28;5.34;3.613604767;27.8;2.336666667;30.27083333;64;5.541666667;1.904285714;16.70357143;23.88714286;17.51307692;7.163846154;61.79857143;35.19142857
BGM-0282;5;7;5;5;3;6;2;5;4;1;2;5;1;9;3;7;5;1;4;1;1;0;1;3;7;5;3;0;3;3;1;5;0;3;6;1.5;15.48;2.74;5.737767517;19.12;3.03;25.66666667;67.45333333;3.666666667;2.011428571;13.98571429;9.751428571;5.851666667;3.211666667;43.71571429;34
BGM-0283;5;7;5;5;2;6;2;7;3;3;1;5;1;5;3;7;5;1;1;1;2;0;2;2;7;5;3;0;3;3;2;5;90;5;8;1.857142857;17.34;5.9;2.93914475;33.84;2.91;23.79166667;63.53;4.208333333;1.726153846;24.36615385;19.10692308;13.30916667;6.188333333;44.52230769;33.20307692
BGM-0284;5;7;5;5;3;7;3;5;4;1;1;5;0;2;7;7;5;1;2;1;3;2;2;2;7;5;3;0;3;3;1;5;100;1;4;2.285714286;12.54;3.68;3.412568752;21.64;2.213333333;25.875;53.57666667;5.375;2.231666667;16.20833333;15.71583333;10.30363636;4.382727273;44.82666667;34.16666667
BGM-0285;5;3;5;3;3;8;2;3;4;4;2;5;1;5;3;7;5;1;1;1;2;0;1;2;7;0;3;0;4;3;1;5;60;3;4;1.444444444;13.46;3.82;3.529431915;17.94;2.01;23.27333333;58.15583333;5.875;1.741764706;11.36823529;13.81176471;7.224375;7.15375;56.36764706;30.70058824
BGM-0286;5;7;5;5;2;3;4;5;4;4;1;5;1;5;3;7;5;1;1;1;2;3;2;2;7;5;3;0;4;3;1;5;90;5;3;1.625;12.74;3.54;3.629296819;19.12;2.193333333;29.58333333;57.26083333;4.125;1.854117647;12.63058824;13.57588235;9.458666667;3.612666667;51.47235294;30.40058824
BGM-0287;5;7;5;5;3;9;3;5;4;1;1;5;1;5;3;7;5;1;2;1;1;0;2;2;7;5;3;0;3;3;1;3;0;3;8;2.714285714;14.6;3.02;4.862939398;22.28;2.576666667;30.625;64.46;5.583333333;2.435384615;28.72;37.18461538;28.68333333;7.765;56.26538462;32.97076923
BGM-0288;3;7;5;5;3;3;4;5;4;4;1;5;1;5;3;7;5;1;2;1;3;3;1;2;7;5;3;0;4;3;2;5;100;5;4;1.714285714;11.92;4.2;2.838214344;17.78;2.483333333;29.20833333;61.25083333;4.541666667;1.902307692;12.91615385;14.40461538;10.99916667;3.973333333;53.02;30.23769231
BGM-0289;5;5;5;3;3;6;3;5;2;1;1;5;1;4;3;3;5;1;1;1;2;1;2;2;3;5;3;0;4;3;3;5;90;3;4;1.857142857;12.22;2.06;5.972629843;14.42;2.186666667;24.625;60.9525;4.333333333;1.844;20.044;23.97;15.78285714;8.107857143;54.32;34.61733333
BGM-0290;5;7;5;3;2;7;1;3;4;2;2;5;1;5;3;7;5;1;2;1;2;2;2;2;3;5;3;0;4;3;3;5;90;5;6;1.875;14.58;4.56;3.205959349;25.54;3.37;24.41666667;70.66416667;4.708333333;1.844;20.685;21.46071429;16.125;6.6925;49.77928571;37.45928571
BGM-0294;5;1;5;3;2;3;4;3;4;1;1;3;0;5;3;3;5;1;2;1;3;2;2;2;7;5;2;0;4;3;2;5;90;5;3;1.142857143;14.34;3.44;4.189697232;19.44;1.65;20.29166667;49.03333333;2.583333333;1.5725;10.72583333;8.656666667;4.143636364;4.717272727;42.95916667;33.51545455
BGM-0295;5;1;5;9;2;8;3;3;4;1;1;3;0;5;3;3;5;1;1;1;1;0;NA;2;7;0;3;1;4;3;2;7;0;5;NA;NA;12.12;2.9;4.199019969;16.48;NA;NA;NA;NA;2.176;28.876;9.068;7.224;1.1;19.26;36.96666667
BGM-0297;7;1;5;3;3;7;2;3;3;1;1;5;1;5;3;3;5;1;1;1;1;0;1;1;7;3;3;0;3;3;1;5;0;1;2;1;16.72;5.12;3.266321549;22.82;1.81;20.33333333;56.04;6;2.047857143;27.83571429;16.97928571;12.68615385;6.504444444;39.84428571;32.10923077
BGM-0298;7;7;5;5;3;9;2;5;1;1;1;5;0;5;3;3;5;1;2;1;1;1;2;2;3;5;3;0;3;3;2;5;90;5;8;2.142857143;16.8;3.78;4.452591887;24.5;2.393333333;27.08333333;50.48916667;3.5;1.91;27.66142857;18.91714286;15.094;4.766875;38.63047619;33.289
BGM-0303;7;9;5;7;3;9;2;5;4;1;1;5;1;5;7;3;5;1;1;1;1;1;2;2;NA;0;3;0;3;3;3;5;0;3;8;2;19.22;4.84;3.974081475;31.68;1.953333333;37.66666667;72.18666667;7;2.465;32.19428571;36.84;32.64;5.743333333;52.96285714;33.07
BGM-0304;9;5;5;3;1;5;4;5;4;4;1;5;1;5;3;3;5;1;2;1;3;2;1;2;7;5;3;1;3;3;1;5;80;1;8;1.166666667;11.88;3.26;3.651348399;13.84;2.33;26.88888889;47.17;4.444444445;1.956666667;14.35333333;11.88111111;8.29625;4.284285714;41.84555556;29.55375
BGM-0306;5;7;3;3;2;6;2;3;3;3;1;5;0;5;3;3;5;1;1;1;2;2;2;2;7;5;3;0;4;3;2;5;90;3;4;1.5;17.84;5.7;3.130166325;23.8;2.096666667;25.45833333;51.90416667;5.458333333;1.769166667;13.5575;11.41416667;7.928181818;3.936363636;45.02;33.21916667
BGM-0307;7;5;3;7;2;7;1;3;4;4;1;5;0;2;3;7;5;1;1;1;2;3;2;2;7;3;3;0;3;3;1;7;90;5;4;1;12.96;3.76;3.455996903;18.06;1.496666667;23.44444444;46.85444445;4.111111111;2.397272727;24.76181818;12.77909091;8.44;3.864285714;32.25454545;35.44545455
BGM-0308;3;5;5;7;3;9;3;5;4;1;1;5;1;5;3;3;5;1;1;1;3;0;2;2;7;5;3;0;3;3;2;5;80;3;6;1.714285714;19.34;5.92;3.267268973;32.08;2.86;25.25;57.70583333;4.666666667;1.481818182;11.98727273;12.52181818;8.295;5.185;51.73909091;33.84
BGM-0310;5;3;5;3;3;9;3;3;4;3;1;5;1;5;3;7;5;1;2;1;2;2;2;4;7;5;3;0;4;3;1;5;100;5;8;2;13.82;4.02;3.434844099;23.54;2.736666667;8.666666667;53.28;1;1.69;22.625;17.5125;16.2325;1.2825;20.5825;32.2725
BGM-0312;5;3;5;3;2;8;3;5;4;3;2;5;0;5;3;3;5;1;3;2;2;2;NA;NA;7;0;3;1;4;NA;NA;5;90;NA;6;NA;14.16;4.48;3.163987142;16.82;NA;NA;NA;NA;2.506666667;41.64333333;6.286666667;5.426666667;NA;10.76666667;34.43
BGM-0314;5;5;5;5;2;9;3;5;4;1;2;5;1;5;3;7;5;1;1;1;1;0;2;2;7;5;3;0;3;3;2;5;0;3;8;2.285714286;17.46;5.28;3.307482983;27.84;2.386666667;28.375;55.305;5;2.157692308;28.00307692;21.26230769;14.62166667;7.164166667;41.02538462;37.76384615
BGM-0315;7;7;5;3;3;7;1;5;1;1;1;5;1;3;3;7;5;2;1;1;2;1;2;2;3;5;3;0;4;7;3;7;80;3;6;1.25;13.7;2.84;4.888382422;16.86;2.25;24.33333333;52.69666667;3;2.13375;25.5375;12.33625;9.56;3.878333333;30.19125;34.59625
BGM-0316;3;3;5;3;3;9;2;3;4;1;1;3;1;5;3;3;5;1;1;1;1;0;1;2;7;5;3;0;3;3;1;5;0;1;NA;1;16.56;5.34;3.106825955;21.02;2.04;33.33333333;68.71333333;4;2.126428571;24.80714286;25.04357143;21.64923077;5.218888889;52.92071429;33.70785714
BGM-0318;5;9;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;2;1;2;2;2;2;7;5;3;0;3;3;1;5;100;3;8;2.142857143;12.26;2.54;4.835962963;19.18;2.96;25.5;62.89333333;5.041666667;2.0975;19.44833333;20.27;15.92636364;4.297272727;47.55833333;34.58583333
BGM-0319;7;7;5;9;3;6;2;5;4;3;1;5;1;5;3;3;5;1;3;1;1;0;2;2;7;5;3;0;4;5;1;5;0;3;4;2;15.84;3.5;4.573957897;22.26;1.543333333;24.77777778;52.05111111;5.777777778;2.578333333;32.2625;26.56666667;22.31818182;6.492857143;44.775;34.3125
BGM-0320;7;2;5;5;3;9;4;5;4;1;1;5;1;5;5;3;3;1;2;1;3;3;1;1;7;5;3;0;3;5;1;5;110;4;NA;2;16.04;4.44;3.612626263;19.8;2.186666667;35.66666667;69.24;6.333333333;2.52;30.55;43.615;18.67;6.4;57.935;37.03
BGM-0323;5;5;5;5;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;1;2;2;7;5;3;1;4;3;3;5;90;5;8;2.125;11.82;3.18;3.735146705;14.9;2.873333333;26.45833333;58.54416667;5.75;2.116;23.14266667;33.19133333;27.28;7.744615385;56.852;35.51733333
BGM-0324;5;2;5;5;3;9;3;3;4;1;1;5;1;5;3;3;5;1;1;1;3;3;1;2;7;5;2;1;3;3;2;5;100;5;3;2;11.18;2.38;4.731817168;10.94;2.67;22.66666667;54.10666667;3.5;1.848666667;23.35866667;17.888;13.45733333;4.663076923;40.62133333;33.21
BGM-0326;5;5;5;3;3;8;2;5;2;2;1;5;1;5;3;3;5;1;1;1;1;1;2;1;3;5;3;0;4;7;2;5;70;1;NA;2.5;12.62;3.84;3.293735113;20.38;1.643333333;23.38888889;58.11888889;4.111111111;2.313333333;24.65222222;11.78333333;6.01875;6.2125;32.35;32.62333333
BGM-0327;5;3;5;3;3;9;4;3;4;4;3;5;0;5;3;7;5;1;2;1;2;2;2;3;7;3;3;0;3;3;2;5;100;5;6;1.833333333;10.96;2.94;3.734811695;15.2;2.94;20.55555556;41.89111111;2.222222222;2.098181818;15.92545455;11.21181818;10.138;1.903;38.77727273;37.01
BGM-0330;7;5;5;7;3;6;3;5;4;1;2;5;1;5;3;3;5;1;3;1;1;0;2;2;7;5;3;0;3;7;1;5;90;3;3;1;18.74;5.36;3.507549072;30.26;3.673333333;24;47.52;6.333333333;2.527;29.891;20.388;15.09444444;5.698;39.682;39.424
BGM-0331;7;5;5;3;2;7;1;5;1;1;1;5;1;5;3;3;5;1;3;1;2;1;NA;2;3;3;3;0;3;7;2;5;70;5;NA;NA;14.14;4.1;3.449820295;23.68;NA;NA;NA;NA;2.541666667;34.43333333;23.38;18.62333333;3.525;39.78333333;39.60833333
BGM-0332;5;5;5;3;3;6;1;3;4;1;1;5;1;5;3;3;5;1;3;1;2;1;2;2;7;0;3;0;3;3;2;5;100;5;NA;1;13.22;3.36;3.943842166;19.32;1.863333333;28;91.83;4;2.4475;29.0725;28.87875;25.10571429;4.1;51.1725;38.7475
BGM-0336;5;3;5;3;3;5;4;3;4;3;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;0;4;3;1;5;70;3;6;1.6875;14.32;2.8;5.114219577;15.9;1.88;24.14583333;57.59333333;7.0625;2.287333333;21.57066667;21.848;16.55230769;6.273076923;47.28933333;31.01933333
BGM-0337;7;5;5;3;3;9;2;5;4;1;1;5;1;5;3;3;5;1;1;1;1;0;2;2;7;5;3;0;3;3;2;5;0;1;NA;2;15.02;4.44;3.412052543;27.72;1.666666667;29.66666667;40.32333333;6.333333333;2.183125;26.11533333;42.28733333;40.2;5.401;62.25733333;35.85866667
BGM-0338;3;5;5;5;3;6;2;3;3;1;1;3;0;5;3;3;5;1;2;1;2;2;2;2;7;5;3;0;3;3;2;5;100;5;4;1.333333333;18.54;4.96;3.756034318;25.78;3.706666667;28;70.8;4.333333333;2.114545455;33.26545455;38.39454545;36.135;6.071666667;52.82454545;33.72272727
BGM-0340;5;3;5;3;3;3;4;5;3;3;1;5;1;2;3;3;5;1;1;1;2;1;NA;2;7;5;3;0;4;3;2;5;70;3;8;2.25;10.68;3.22;3.354536914;19.22;1.266666667;27.36111111;45.29027778;5.388888889;1.93;19.244;8.246;3.636;6.456;30.53;32.48
BGM-0341;7;1;5;3;3;6;3;3;4;4;1;5;1;5;3;3;5;1;2;1;3;3;2;2;7;5;3;1;3;3;2;5;90;5;3;1.333333333;15.06;4.4;3.432537788;21.08;2.02;26.11111111;52.32555556;3.222222222;2.135714286;29.02642857;18.10071429;15.42083333;5.22375;37.55285714;38.10846154
BGM-0342;5;5;5;3;3;9;3;5;4;1;1;3;1;5;3;3;5;1;2;1;3;2;2;2;7;3;2;1;3;3;3;5;90;3;8;1.142857143;12.36;2.84;4.347891843;18.36;2.196666667;20.33333333;49.1475;4.791666667;1.928181818;17.21090909;10.19545455;6.419;4.323;35.19181818;30.44727273
BGM-0343;7;5;3;3;3;6;3;5;4;1;1;3;0;2;3;3;5;1;3;2;2;0;NA;2;7;5;3;0;3;3;3;5;90;5;NA;NA;14.34;3.62;3.969417103;28.56;NA;NA;NA;NA;2.363333333;23.635;26.74833333;22.83833333;3.24;52.92666667;38.78833333
BGM-0345;5;3;5;3;3;8;2;3;2;2;3;5;1;5;1;7;5;1;1;1;3;2;2;3;3;3;3;1;4;3;3;5;70;3;8;1.285714286;17;3.16;5.382789949;20.5;2.02;25.16666667;54.2575;5.458333333;1.720909091;13.29545455;15.64909091;9.996;6.463;52.55;36.59090909
BGM-0349;5;3;5;5;3;6;3;5;3;3;1;5;1;5;3;7;5;1;1;1;3;2;2;2;7;5;3;1;4;3;2;5;90;3;3;1.285714286;12.58;4.04;3.117088454;19.38;2.273333333;26.58333333;50.03916667;6.416666667;1.943846154;13.82384615;14.58076923;9.740833333;5.605833333;51.08;32.75846154
BGM-0352;5;7;5;5;1;7;4;7;3;1;1;5;1;5;3;7;5;1;1;1;3;2;2;1;7;5;3;1;4;3;2;5;90;5;3;1.428571429;14.76;3.66;4.030571716;22.02;1.596666667;23;59.11333333;5.125;1.727692308;12.48923077;23.16769231;17.49916667;6.390833333;63.47307692;26.43615385
BGM-0356;7;5;5;3;3;6;3;5;4;4;1;3;1;5;3;3;3;1;1;2;3;3;1;2;7;5;2;1;3;5;2;5;100;5;6;1;14.88;4.24;3.526722829;20.5;2.086666667;28;58.08666667;4.777777778;2.05;17.55071429;21.61642857;17.69583333;4.55625;55.185;33.68071429
BGM-0357;7;7;5;5;2;5;2;5;4;1;1;3;1;2;3;3;3;2;1;1;2;3;2;2;7;3;2;1;3;3;2;3;100;5;3;1.1875;17.52;5.84;3.001028433;20.92;2.46;30.16666667;74.71666667;3.229166667;1.655625;10.52;16.3425;13.03384615;3.905384615;57.265625;31.91375
BGM-0358;5;5;5;5;2;3;4;5;4;1;1;5;1;5;3;7;5;1;1;1;3;2;2;3;7;5;3;0;3;3;1;5;90;5;8;2;13.1;3.66;3.57813851;14.78;2.346666667;39.725;68.32666667;3.208333333;1.68;21.79083333;13.84666667;10.07545455;3.989090909;37.7975;35.54545455
BGM-0359;3;7;5;5;2;3;4;5;4;2;1;5;1;5;3;7;5;1;1;1;2;2;2;2;7;5;3;0;3;3;2;5;90;5;6;1.833333333;13.72;3.98;3.440376442;18.36;2.383333333;25.25;63.69333333;3;1.658;19.1;14.202;6.31;8.542222222;37.651;34.281
BGM-0360;7;3;5;3;2;8;2;7;2;1;1;3;0;2;7;3;3;1;3;2;2;1;2;3;7;3;2;0;3;7;3;5;80;3;6;2.428571429;13.98;4.42;3.170663441;28.3;2.596666667;27.5;65.25888889;5.5;2.11;30.8125;23.96375;15.116;9.767272727;41.95;35.734375
BGM-0361;7;5;3;3;3;6;1;5;1;1;1;3;1;2;3;3;5;1;1;1;3;1;2;2;3;0;3;1;4;3;2;7;80;5;NA;1;14.96;3.88;3.859224022;21.18;2.7;38.66666667;62.49333333;7.333333333;2.107142857;17.30142857;18.69857143;15.43428571;2.846666667;46.73857143;36.51666667
BGM-0362;5;3;5;3;2;9;4;3;3;2;3;5;1;5;3;7;5;1;1;1;3;2;2;3;7;5;3;1;3;3;3;5;70;5;8;1.2;14.82;2.92;5.171996644;20.1;2.113333333;21.54166667;56.255;3.875;1.734444444;12.92;11.22666667;6.47875;5.52375;43.55333333;35.65888889
BGM-0364;9;3;5;7;3;8;4;7;4;4;2;5;0;5;3;3;3;2;1;2;2;2;1;2;7;5;3;0;4;3;2;5;100;3;8;1.375;14.66;4.9;2.992234015;19;2.216666667;22.54166667;55.0275;4.791666667;2.187857143;18.82;21.70785714;18.00461538;4.906153846;51.33857143;30.82571429
BGM-0365;9;5;5;5;2;8;2;5;4;2;1;3;1;4;3;7;5;1;4;1;1;0;1;2;7;5;3;0;4;7;1;7;0;5;8;1;8.86;2.3;3.953152709;14.54;1.61;39.66666667;72.64666667;2.333333333;2.06;25.56625;11.10125;9.358571429;2.083333333;35.61375;36.31166667
BGM-0366;5;5;5;3;3;9;3;3;4;1;1;5;0;5;3;7;5;1;1;1;2;1;2;2;7;5;3;0;4;3;2;5;90;5;8;2.142857143;10.1;2.66;3.792060564;12.02;2.966666667;25.08333333;62.0325;3;1.951666667;24.69083333;21.4375;16.00181818;4.557272727;44.89166667;33.84666667
BGM-0368;5;3;5;3;2;9;4;3;4;3;2;5;1;5;3;3;5;1;1;1;2;0;2;2;7;5;3;0;4;3;2;5;80;3;2;1.75;19.88;1.84;10.8533982;19.76;1.91;21.4375;58.46666667;6.791666667;1.955714286;14.77428571;19.49857143;11.93692308;7.383076923;53.22928571;33.08285714
BGM-0369;5;5;5;3;3;9;3;3;4;3;1;5;1;5;3;7;5;1;2;1;2;1;2;2;7;5;3;0;4;3;2;5;100;5;4;1.285714286;15.4;5.36;2.87972565;23.54;2.906666667;29.5;63.3275;5.333333333;2.160769231;20.19615385;25.33769231;19.81;6.385833333;53.24615385;34.14692308
BGM-0371;3;7;5;3;3;9;3;5;4;2;1;5;1;5;3;3;5;1;2;1;1;0;1;2;7;3;2;0;4;3;3;5;0;3;NA;2;12.84;2.42;5.386454287;18.22;2.676666667;28.95833333;53.47666667;3.375;1.705;19.943;16.537;9.206666667;6.357777778;47.032;33.403
BGM-0374;5;7;5;3;3;9;3;5;4;1;1;5;1;5;7;3;5;1;1;1;2;3;2;2;7;5;3;0;3;3;1;7;80;5;2;1;13.68;3.74;3.665062486;18.92;1.596666667;14;28.92333333;2.333333333;2.300909091;18.12090909;14.85363636;11.744;3.851111111;40.62818182;34.029
BGM-0375;9;7;5;5;2;6;3;5;3;1;1;5;0;2;3;3;5;1;1;1;2;1;1;2;7;5;3;0;4;7;1;7;80;3;3;2;12.86;4.18;3.128180302;20.18;2.373333333;26;64.54333333;3.333333333;2.011;19.567;8.218;4.481111111;2.954;29.612;33.705
BGM-0376;5;7;3;7;2;6;2;5;3;1;1;5;1;5;3;3;5;1;1;1;2;1;NA;2;7;5;3;0;4;3;1;7;80;5;NA;NA;12.28;4.38;2.809800971;20.48;NA;NA;NA;NA;2.108333333;34.96166667;10.74333333;4.685;9.375;24.29;37.2575
BGM-0378;7;7;5;7;2;4;1;5;3;1;1;3;1;5;3;3;5;1;1;1;2;2;1;2;7;3;3;0;3;3;2;5;80;1;6;2;16.94;6.14;2.768098135;28.36;2.746666667;31.63333333;58.43;5.666666667;1.989;25.692;26.063;22.35111111;5.392;49.967;31.842
BGM-0380;5;3;5;3;2;6;4;3;2;2;3;5;0;5;3;7;5;1;1;1;3;1;2;3;3;3;3;1;3;3;3;5;90;3;8;1.571428571;21.52;4.96;4.341221595;25.42;2.18;25.20833333;54.9775;4.416666667;1.771;15.022;12.016;7.942222222;5.014444444;42.57;36.109
BGM-0382;7;7;5;7;2;4;2;5;4;1;1;5;1;5;3;3;5;1;1;1;1;0;1;2;7;5;3;0;3;7;2;5;0;1;4;1.75;18.94;5.78;3.280429412;27.62;3.023333333;22;75.59333333;6.333333333;1.947333333;25.948;36.47866667;29.60692308;7.957777778;58.88866667;33.44571429
BGM-0383;5;7;5;3;3;6;3;5;4;2;1;3;1;2;3;3;5;1;2;1;3;2;2;3;7;3;3;1;4;7;1;5;120;5;4;1;10.34;3.72;2.779532164;10.8;3.113333333;22.66666667;54.17333333;3.333333333;1.706666667;11.78833333;8.4;4.102;4.3175;48.75333333;35.78333333
BGM-0384;9;9;5;5;2;8;2;5;4;3;1;5;1;5;3;3;3;1;1;1;2;3;2;2;7;0;3;0;3;3;2;5;100;5;6;1;12.98;3.86;3.386926305;22;2.26;39;63.52666667;5;2.185;23.42833333;10.205;2.348;3.5625;31.88666667;35.115
BGM-0386;3;7;5;5;2;7;1;5;1;1;1;5;1;5;3;7;5;1;1;1;3;1;1;2;3;3;3;0;4;3;3;5;90;1;6;1.714285714;16.04;4.38;3.685203803;26.46;2.583333333;24.75;57.55;4.333333333;2.52;28.85846154;16.54153846;10.95583333;5.7725;35.77923077;35.28076923
BGM-0388;5;5;5;3;2;3;3;3;3;1;1;5;0;5;7;3;5;1;2;1;2;3;2;2;7;5;3;0;4;3;2;5;90;5;6;1.2;11.26;3.28;3.444000654;11.28;2.073333333;25.125;61.67166667;3.708333333;1.715;20.565;21.310625;16.53133333;5.115;54.815;33.725625
BGM-0389;5;1;5;7;3;9;3;7;4;1;1;5;1;5;3;7;5;1;2;1;1;0;2;2;7;5;3;0;4;3;1;5;0;1;4;2.428571429;13.84;3.18;4.36739771;18.7;2.196666667;30.125;68.4875;5.875;2.64;32.49384615;38.63076923;28.26;11.1475;52.38615385;32.94538462
BGM-0390;9;1;5;3;3;8;3;5;3;1;1;5;0;5;3;3;5;1;3;1;1;0;2;2;7;5;2;1;4;3;1;7;0;3;4;1.857142857;18.86;4.98;3.784517391;29.58;3.21;29.58333333;67.15111111;4.388888889;2.050714286;28.00928571;21.09;16.97307692;5.466666667;42.99714286;34.305
BGM-0393;5;5;5;3;3;9;3;5;4;1;1;3;0;5;3;7;5;2;1;1;2;2;2;2;7;5;3;0;4;3;2;5;100;3;6;1.666666667;12.22;3.86;3.164280136;23.4;2.603333333;29.33333333;62.73666667;4.333333333;1.685;13.15875;18.6575;13.29857143;6.301428571;59.55;33.395
BGM-0394;7;7;5;7;3;9;3;5;4;1;1;5;1;5;3;3;5;1;2;1;1;0;1;2;7;3;3;0;3;3;1;7;0;5;NA;2.333333333;15.14;3.4;4.474551282;23.24;1.713333333;34.33333333;62.74333333;5.666666667;2.58;33.26142857;41.53071429;34.59153846;8.247777778;55.445;33.45071429
BGM-0395;5;7;5;3;3;9;3;3;4;2;1;5;1;5;3;7;5;1;1;1;3;3;2;2;7;5;3;0;3;3;2;3;100;3;6;1.428571429;13.76;4.26;3.238361986;19.7;2.586666667;27.66666667;62.66583333;3.958333333;1.64;17.09923077;20.64846154;15.00583333;6.7875;54.21461538;33.42076923
