Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
BGM-0984;5;9;5;7;3;6;3;7;1;1;1;5;1;5;7;7;5;1;2;1;2;1;2;2;7;3;3;1;4;3;2;5;100;5;6;1.428571429;14.3;3.5;4.093586566;22.66;1.953333333;20.04166667;54.045;5.166666667;1.954444444;18.43444444;12.26666667;6.46625;4.1875;34.99333333;34.4975
BGM-0985;9;3;5;3;3;7;1;3;1;1;1;5;1;2;3;7;5;1;2;1;1;0;2;1;3;5;3;0;4;3;1;5;0;1;8;2.071428571;16.32;2.76;5.919589351;22.84;2.966666667;25.125;66.85333333;5.666666667;1.758181818;20.52272727;21.15;14.762;6.585;54.72090909;34.37363636
BGM-0986;3;5;5;3;1;4;2;5;2;2;3;5;0;4;7;7;5;1;1;1;2;1;1;1;3;5;2;0;3;3;1;3;90;3;8;1.333333333;12.26;2.12;5.823527197;11.28;3.45;17.45666667;60.79166667;3.875833333;1.879333333;20.202;10.01266667;4.332857143;5.736923077;32.2;34.712
BGM-0987;5;1;5;3;2;3;4;3;4;3;2;5;0;6;7;3;5;1;1;1;3;0;2;2;7;5;3;0;3;3;2;5;90;3;8;1.666666667;12.9;2.3;5.622418972;21.14;2.993333333;22.9375;55.595;3.291666667;1.813;21.108;12.103;6.414444444;6.301111111;32.031;32.64777778
BGM-0989;5;2;5;3;3;9;3;3;4;1;1;5;0;9;1;3;5;1;2;1;3;1;1;1;7;5;3;0;3;3;1;5;90;5;6;1.857142857;14.92;3.66;4.082850343;19.06;1.74;23.41666667;49.54333333;5.166666667;2.172857143;34.22928571;13.675;8.535384615;4.543076923;27.51785714;36.62230769
BGM-0991;7;5;5;3;3;9;3;5;2;2;3;5;0;5;7;3;5;1;2;1;2;2;1;3;3;3;2;1;4;3;1;7;90;5;4;1;19.16;5.46;3.513913998;24.66;2.043333333;15.66666667;67.81666667;4.333333333;2.147142857;17.41;9.837142857;5.308333333;3.678;36.38142857;34.158
BGM-0992;5;5;5;5;2;8;2;5;1;2;1;5;0;5;3;3;5;1;1;1;3;1;1;2;3;5;3;0;3;3;2;5;90;5;4;1.142857143;15.52;4.86;3.195533652;18.4;2.17;24.79166667;60.0725;7.333333333;1.5675;9.090833333;12.83;8.003636364;5.824545455;55.28833333;35.81083333
BGM-0993;5;7;5;5;1;8;4;5;3;3;2;5;0;5;3;7;5;2;1;1;3;1;2;2;7;5;3;0;3;3;2;7;90;3;8;1;16.78;4.46;3.78450936;21.94;1.73;20.47916667;52.99166667;4.041666667;1.5875;8.006666667;10.91583333;7.017272727;4.494545455;48.92083333;34.33909091
BGM-0994;3;5;5;3;3;9;3;5;4;2;2;3;1;5;1;3;5;1;2;1;2;2;1;2;7;5;3;0;3;3;2;5;100;5;8;1;12.96;4.14;3.144165602;22.78;4.166666667;15.3125;57.54833333;2.416666667;2.127692308;20.94076923;14.41076923;9.145833333;6.024166667;35.55153846;35.08333333
BGM-0995;3;5;5;3;3;9;3;5;4;3;3;5;1;5;7;3;5;1;1;1;3;NA;2;2;7;5;3;0;3;3;1;7;90;3;8;1.5;10.08;2.7;3.735431912;12.24;2.85;24.95833333;66.0925;3.625;1.945384615;23.21615385;16.75923077;14.16909091;3.809090909;42.34769231;34.01
BGM-0996;3;5;5;3;3;9;3;5;4;2;3;5;1;5;1;7;5;1;2;1;2;2;1;2;7;0;3;1;4;3;1;7;90;5;8;1.428571429;11.36;2.8;4.062416059;16.08;3.746666667;19.08333333;56.89333333;3.791666667;2.019285714;20.03;14.48428571;11.03384615;4.086153846;36.62;33.01928571
BGM-0998;7;2;5;3;3;9;3;3;4;3;2;5;1;4;3;3;5;2;2;1;2;2;1;2;7;5;3;1;4;3;1;5;100;5;4;1;14.22;2.26;6.386143486;13.42;1.513333333;22.91666667;49.8975;3.25;1.707777778;8.764444444;7.788888889;5.33;3.3725;41.47;36.27571429
BGM-1006;3;2;5;3;3;3;4;3;4;1;1;5;1;7;3;3;5;1;2;1;2;2;1;1;7;0;3;0;3;3;1;5;100;5;6;2;10;2.16;4.629977414;14.6;3.48;16.9375;59.29916667;3.291666667;1.653636364;13.14;7.099090909;3.544;3.773;35.83909091;30.771
BGM-1007;7;5;5;3;1;4;2;3;4;3;1;5;1;2;3;7;5;1;1;1;1;0;1;2;7;3;2;0;4;3;1;7;0;3;4;1.333333333;12.72;4.38;2.905639947;19.14;1.766666667;26.66666667;44.11;5;1.726;14.23;12.694;6.26;5.81;41.83;30.118
BGM-1010;7;7;3;5;1;3;4;5;4;4;1;5;1;5;3;7;5;1;2;1;3;3;1;2;7;5;3;0;3;7;2;5;90;1;4;1;15.64;4.64;3.36913783;30.56;1.96;25.66666667;59.93333333;2.666666667;2.14;30.64090909;35.49909091;32.402;6.303333333;54.16818182;35.535
BGM-1015;5;3;5;3;3;9;4;3;4;3;1;3;1;5;1;3;5;1;1;1;2;3;1;2;7;3;2;1;4;5;3;5;100;5;8;1.166666667;19.4;7.06;2.750250509;30.74;3.056666667;27.66666667;50.06333333;3.222222222;1.946363636;19.942;20.468;15.4875;4.038571429;47.339;33.993
BGM-1023;7;5;5;3;3;9;3;5;4;3;1;5;1;5;3;7;5;1;1;1;1;0;2;4;7;0;3;1;3;3;2;5;0;3;4;1.5625;12.74;3.26;3.904338451;14.96;3.203333333;21.3125;68.50666667;4.958333333;2.311666667;20.23916667;12.80333333;6.656363636;6.598181818;42.56833333;35.27333333
BGM-1024;7;5;5;3;3;9;3;5;4;3;1;5;1;5;3;7;5;1;3;1;2;0;2;2;7;0;3;1;3;5;1;5;60;3;4;1.571428571;11.7;2.8;4.218300248;11.6;2.313333333;21.64583333;68.61583333;5.291666667;2.382608696;25.26826087;19.02130435;13.63136364;6.142105263;41.59869565;35.30857143
BGM-1025;9;7;3;5;2;9;4;5;4;2;1;5;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;0;3;5;2;3;95;5;4;1.1;15.7;4.14;3.792709802;26.1;1.753333333;18.05208333;40.37416667;3.708333333;1.525;9.282142857;9.877142857;6.558181818;5.185;46.64428571;29.44272727
BGM-1025?;5;7;3;5;2;5;4;5;2;1;1;3;1;5;1;3;3;1;1;2;2;1;1;3;7;5;3;0;3;3;2;5;110;NA;NA;NA;10.66;3.34;3.194870448;15.34;1.4;23.33333333;49.43333333;4.333333333;NA;NA;NA;NA;NA;NA;NA
BGM-1026;7;5;5;3;2;6;2;5;4;1;1;3;1;5;3;3;5;1;1;1;2;2;1;4;7;3;2;0;4;NA;3;5;80;5;8;1;15.58;4.72;3.313755467;24.8;1.416666667;23;46.76666667;3;1.711;19.337;14.946;12.60777778;5.992;39.256;33.403
BGM-1027;7;2;5;3;3;9;3;3;4;1;1;5;1;5;3;3;5;1;3;1;2;2;2;2;7;5;3;0;4;7;2;5;90;1;NA;1.666666667;14.8;4.66;3.174344742;23.34;1.6;24.33333333;58.43;5.333333333;2.420714286;36.64642857;27.29571429;23.93461538;5.066666667;41.15846154;36.35857143
BGM-1028;7;3;5;3;3;6;3;3;4;2;1;5;1;5;3;7;5;1;1;1;3;0;1;1;7;5;3;0;4;3;3;5;60;3;6;1.5;11.42;3.74;3.055656032;14.76;2.486666667;19;47.95333333;3.166666667;1.728;14.002;10.91;6.1625;3.44;41.39;35.026
BGM-1029;3;2;5;3;3;9;3;3;4;2;1;5;0;5;3;7;5;1;2;1;2;0;1;2;7;0;3;0;3;3;3;5;70;1;8;2;11.74;2.78;4.243394541;17.2;2.196666667;26.83333333;80.1275;4;2.300909091;31.96545455;21.49636364;16.144;5.498;39.02545455;37.69272727
BGM-1031;5;7;5;3;3;9;3;5;3;3;1;5;1;5;1;7;5;1;1;1;2;2;2;2;7;5;3;1;3;3;1;5;70;1;6;1.428571429;14.56;4.5;3.247412008;22.96;2.136666667;23.04166667;62.24833333;4.541666667;2.421538462;17.34615385;11.79692308;5.921666667;6.45;41.43615385;36.13583333
BGM-1034;3;5;5;3;3;9;2;5;3;2;3;3;0;5;3;7;5;1;1;1;2;1;1;4;7;0;3;0;3;3;2;5;90;3;4;1.125;12.88;3.88;3.316772536;24.88;2.21;17.11111111;56.20222222;1.888888889;2.072727273;22.40272727;19.26545455;14.04222222;4.238888889;45.87818182;34.90272727
BGM-1037;7;7;5;5;3;9;4;5;4;1;1;5;0;2;3;3;5;1;1;1;2;2;2;2;7;5;3;0;4;5;1;7;90;1;6;2.166666667;13.74;5.12;2.687207581;27.88;2.003333333;27.66666667;45.50333333;3.333333333;2.022352941;26.94;29.064375;24.39;5.335;51.3275;36.911875
BGM-1040;5;5;5;5;3;7;2;5;1;3;1;5;1;5;7;7;5;1;2;1;2;1;1;1;7;5;2;1;3;3;3;5;90;3;8;1;13.7;4;3.426886088;20.54;2.406666667;33.94444445;59.97111111;3.333333333;1.792857143;13.78;11.31;9.646666667;3.026666667;42.04142857;35.47571429
BGM-1041;5;3;5;3;2;5;4;3;4;4;1;5;0;5;3;7;5;1;2;1;2;1;2;2;7;3;3;1;3;3;2;7;90;3;4;1.666666667;10.04;2.98;3.370569923;14.8;2.37;22.22916667;55.805;5.083333333;2.01;20.51166667;13.43333333;9.696363636;4.44;39.90583333;34.44916667
BGM-1042;7;1;5;3;2;5;4;5;4;4;1;5;1;5;3;7;5;1;1;1;2;NA;2;2;7;NA;3;0;3;5;1;7;100;5;3;1;14.34;3.96;3.623819869;19.98;2.363333333;22.55555556;54.38111111;3.666666667;2.082631579;34.57736842;28.49789474;25.24611111;4.867857143;43.65210526;34.66105263
BGM-1043;5;3;5;3;3;5;3;5;4;3;3;5;0;5;7;3;5;1;2;1;2;2;2;1;7;NA;3;0;3;3;1;5;90;5;8;1.583333333;10.6;3.48;3.0587074;15.6;3.59;28.05555555;56.90333333;2.277777778;2.046666667;34.54388889;17.09777778;14.00882353;4.166;31.23555556;36.74375
BGM-1044;5;2;5;3;3;7;1;3;1;1;1;5;0;5;1;7;5;1;2;1;2;2;2;2;3;0;3;1;4;3;2;5;100;5;4;1.571428571;12.04;4.04;2.978878706;16.02;2.656666667;25.79166667;66.99083333;3.291666667;1.740833333;18.80666667;12.98;7.954545455;5.137272727;40.0625;35.1025
BGM-1050;7;7;5;7;3;6;2;5;4;1;1;5;1;5;3;3;5;1;1;1;1;0;NA;2;7;5;2;0;4;3;2;5;0;1;NA;NA;15.5;3.66;4.255433855;27.14;NA;NA;NA;NA;2.31;32.29666667;31.18333333;24.83;8.14125;49.445;34.48333333
BGM-1053;7;7;5;3;3;9;2;5;4;2;1;5;1;5;3;7;5;1;3;1;2;2;NA;2;7;5;3;0;4;3;1;5;90;3;NA;NA;18.3;4.16;4.41038961;26.74;NA;NA;NA;NA;2.231818182;28.51363636;24.30545455;19.74909091;6.2;45.39727273;32.26272727
BGM-1055;5;3;5;3;3;9;3;3;4;4;1;3;1;2;3;7;5;1;2;1;3;2;2;3;7;5;3;1;4;3;2;5;90;5;4;1.428571429;13.34;5.46;2.450755796;28.68;2.286666667;24.29166667;54.80083333;4;1.965;14.83166667;13.33833333;10.56545455;3.688181818;37.84166667;34.423
BGM-1057;7;5;3;3;2;3;4;5;4;3;1;3;1;5;3;3;5;1;2;1;3;NA;NA;2;7;5;3;1;4;7;2;5;100;5;3;NA;15.6;4.98;3.152018893;20.38;NA;NA;NA;NA;2.197;39.451;30.994;25.701;6.97;47.949;33.095
BGM-1060;7;7;3;3;3;6;2;5;4;3;1;5;0;5;3;3;5;1;1;1;3;2;1;2;7;3;3;0;4;3;1;5;90;3;6;1.428571429;16.1;4.7;3.432638534;26.44;2.396666667;26.02916667;56.02666667;4.583333333;2.017692308;13.92;14.06076923;9.408333333;5.4;48.36769231;32.98833333
BGM-1064;7;2;5;3;3;9;2;3;4;1;1;5;1;5;3;3;5;1;2;1;3;2;2;4;7;5;3;0;3;3;2;5;90;1;8;2.571428571;9.78;2.22;4.424785302;12.72;2.183333333;25.97916667;69.5025;3.791666667;2.482307692;29.62615385;18.45692308;13.29333333;4.843333333;36.55307692;38.53384615
BGM-1067;5;2;5;3;3;7;1;3;1;1;1;5;1;5;3;3;5;1;2;1;3;1;2;2;3;5;3;0;4;3;2;3;90;3;8;2;9.2;2.24;4.118256352;12.16;2.96;27.1;70.70833333;4.708333333;1.800666667;23.052;24.566;18.45285714;6.268333333;48.086;34.58266667
BGM-1068;5;5;5;3;3;9;3;5;4;3;1;5;0;2;3;3;5;1;2;1;2;2;2;2;7;3;3;0;4;3;3;7;90;5;8;1.5;12.56;3.74;3.393477131;15.56;4.273333333;20.23333333;78.48333333;4;1.872307692;17.45615385;17.56153846;14.45416667;3.389166667;46.83538462;36.51307692
BGM-1073;7;2;5;3;3;6;3;5;4;3;1;5;1;5;3;3;5;1;3;2;1;0;2;2;7;5;3;0;4;7;3;5;0;1;8;2;15.68;4.36;3.598125324;26.22;1.323333333;22.33333333;64.47;5.333333333;2.424;35.30533333;26.05133333;22.65928571;5.216;42.826;37.16142857
BGM-1077;3;1;5;3;3;9;3;3;4;1;1;5;1;5;3;3;5;1;1;2;2;2;2;2;7;3;3;0;4;3;2;5;90;5;8;2;16.52;4.54;3.657692308;26.3;1.416666667;23;46.76666667;3;2.208461538;32.40615385;21.60307692;16.79916667;7.30875;39.84076923;35.05692308
BGM-1078;3;2;5;3;3;9;3;3;4;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;0;4;3;3;5;90;5;6;2.714285714;15.6;3.94;3.965944842;18.14;2.933333333;24.2875;64.1175;3.583333333;1.922105263;22.95684211;18.25368421;13.27055556;6.16;43.05105263;35.443125
BGM-1079;7;7;5;9;3;6;2;5;4;1;1;5;1;5;3;3;5;1;1;1;2;0;1;2;7;5;3;0;3;3;2;5;100;5;8;2.857142857;13.08;4.28;3.058732264;18.7;2.953333333;25.79166667;71.35666667;4.208333333;1.995833333;17.95166667;18.30916667;13.97818182;4.696363636;49.49;34.87833333
BGM-1080;7;7;5;5;2;5;4;5;4;1;1;5;0;2;7;7;5;1;1;1;3;2;2;2;7;0;2;0;4;3;3;5;90;3;8;1.5;13.94;4.08;3.414425777;21.54;2.796666667;23.16666667;60.76666667;2.333333333;1.69125;10.96;16.06875;13.72;3.211666667;56.43125;33.05428571
BGM-1081;5;7;5;9;3;9;3;5;4;1;1;5;1;5;3;7;5;1;1;1;2;1;1;2;7;0;3;0;4;3;1;5;90;1;4;1.5;12.78;3.22;3.982050119;19.54;2.053333333;20.60416667;59.93166667;4.583333333;2.280833333;16.86583333;14.94916667;11.60181818;3.894545455;39.0825;33.16909091
BGM-1082;3;5;5;3;3;9;3;3;4;1;1;7;1;5;3;3;5;1;1;1;1;0;2;2;7;3;3;0;4;3;2;3;0;3;6;1.75;10.08;3.76;2.693747189;13.8;2.543333333;24.775;66.79833333;4.708333333;1.868666667;15.68;23.634;17.27692308;7.023846154;56.38266667;36.80933333
BGM-1084;7;5;5;3;3;6;2;5;4;3;1;1;0;5;3;7;5;1;2;1;2;3;NA;2;7;NA;NA;1;4;NA;3;3;90;5;NA;0;11.18;3.54;3.163351159;13.8;NA;NA;NA;NA;1.68;14.845;25.955;21.485;4.47;63.4;29.28
BGM-1085;7;7;3;7;3;9;2;5;3;1;1;3;1;5;3;3;3;1;2;1;2;3;2;2;3;5;3;1;3;3;NA;5;120;5;6;1;11.5;3.38;3.400440942;16.5;1.63;27.33333333;92.55;2.333333333;2.604;33.346;30.42;34.815;2.43;47.516;39.444
BGM-1087;5;7;5;9;3;8;1;5;3;1;1;5;1;5;7;7;5;1;2;1;2;2;1;2;7;0;3;0;4;3;2;5;110;5;8;2.2;14.28;4.48;3.200034473;25.02;2.286666667;25.01666667;72.1;2.833333333;1.848;19.175;20.798;16.34777778;5.195555556;53.435;33.514
BGM-1088;7;7;5;5;3;6;3;5;4;1;1;5;0;5;3;7;5;1;1;1;3;0;NA;2;7;5;2;0;4;3;3;5;90;5;NA;4;15.36;3.62;4.249094809;21.3;2.51;26.33333333;64.85666667;3.666666667;1.24;16.225;9.785;6.775;3.01;37.85;32.6
BGM-1091;7;7;5;5;3;6;2;5;3;1;1;5;0;5;3;7;5;1;1;1;2;1;2;2;7;0;2;0;3;3;2;3;90;5;8;1.714285714;13.76;3.74;3.684738874;17.58;3.836666667;23.69583333;59.83583333;3.875;1.944166667;19.31583333;17.4275;14.94;3.449;44.94916667;31.71272727
BGM-1097;5;7;5;5;2;8;2;7;4;1;1;3;1;5;3;7;5;1;1;1;1;0;2;2;7;0;2;0;4;3;2;5;0;5;8;1;15.44;4.96;3.110411929;22.14;2.983333333;20.66666667;63.11666667;6;1.72;8.668;8.636;4.9975;3.79;47.594;35.102
BGM-1102;7;3;5;3;3;7;1;3;4;1;2;5;1;5;3;3;5;1;2;1;2;3;NA;4;7;5;3;0;4;3;1;5;90;5;4;4;13.72;2.02;6.832790416;20.06;2.883333333;20.06666667;66.01;4.333333333;1.7;28.3;9.55;5.21;4.34;25.23;28.22
BGM-1103;7;7;5;5;3;9;3;5;3;3;1;5;1;5;3;3;5;1;1;1;1;0;2;1;7;3;3;0;3;3;3;5;0;1;4;1.444444444;12.76;3.42;3.728746392;17.66;2.283333333;19.27166667;54.2075;3.9575;2.023125;15.239375;17.06;12.51466667;5.953333333;49.979375;34.15866667
BGM-1105;5;7;5;9;3;6;2;5;4;1;1;5;1;5;3;3;5;1;1;1;2;0;2;2;7;5;3;0;3;3;2;5;70;1;4;1.777777778;14.58;4.94;2.941904762;32.66;2.09;24.44166667;61.5775;5.75;2.1125;26.31625;23.853125;17.27133333;9.294666667;46.365;32.483125
BGM-1106;5;2;5;3;3;6;2;3;4;1;1;5;1;5;3;3;5;1;1;1;1;0;2;2;7;0;3;0;3;3;2;5;0;5;6;1.777777778;12.4;3.64;3.409270473;13.46;3.276666667;20.78833333;61.17916667;4.4175;2.2;21.24933333;16.92333333;11.14142857;7.314285714;41.59733333;36.07466667
BGM-1107;5;7;5;5;2;8;2;5;3;1;1;5;0;2;3;3;5;1;1;1;2;1;2;1;7;5;3;0;3;3;2;5;70;3;4;1.9;13.14;4.26;3.087301587;20.66;3.033333333;27.875;61.38166667;3.665833333;1.87;15.67529412;18.18411765;12.713125;6.404375;50.55823529;34.91941176
BGM-1108;7;5;5;3;3;6;1;5;4;1;1;5;1;5;3;3;5;1;1;1;2;1;2;4;7;3;3;1;3;7;3;5;80;5;7;1;14.96;4.6;3.245011791;25.64;1.73;30.66666667;52.26333333;5.666666667;2.142666667;22.144;24.69666667;20.33857143;6.94;50.72;34.506
BGM-1110;5;7;5;3;3;9;3;5;4;3;1;5;0;5;3;7;5;1;1;1;2;2;2;2;7;5;2;1;4;3;1;5;90;5;4;1.25;12.38;3.42;3.618182773;20.72;2.653333333;23.96916667;63.6025;3.945833333;1.789333333;12.282;15.11733333;10.54428571;6.013571429;52.82;30.06133333
BGM-1111;7;5;5;3;3;9;3;5;4;3;1;5;0;5;3;7;5;1;1;1;2;1;2;1;7;0;3;1;4;3;3;5;90;3;3;1;12.68;4.44;2.834870488;19.34;2;27.39583333;65.48583333;3.958333333;1.834615385;9.066153846;15.01384615;11.43;5.85;60.86923077;30.02153846
BGM-1115;5;5;5;3;2;6;3;5;4;2;1;3;1;5;3;3;5;1;1;2;3;2;2;2;7;5;2;0;3;3;1;5;70;5;4;1.357142857;17.7;2.26;8.050116627;25;21.72666667;24.42416667;61.2025;3.8775;1.460714286;10.34857143;8.835714286;3.977692308;5.163846154;45.10071429;32.39461538
BGM-1116;5;2;NA;3;2;4;1;3;1;1;1;NA;1;4;3;NA;5;1;1;1;1;0;1;2;3;5;3;0;3;3;2;NA;0;5;5;1.333333333;19.22;6.42;2.994978293;30.12;2.316666667;28.33333333;36.41333333;3.333333333;1.595384615;21.48076923;21.05230769;16.56916667;6.00625;46.58615385;37.24076923
BGM-1118;5;3;5;3;3;6;2;3;3;1;1;3;1;5;3;3;5;1;2;1;2;2;2;2;7;5;2;1;4;3;1;5;100;5;4;1.142857143;14.04;4.06;3.459482347;18.2;2.113333333;23.92083333;58.0475;9.308333333;1.729285714;17.23785714;27.02428571;21.10846154;11.935;58.235;33.66230769
BGM-1119;7;5;5;3;3;9;3;3;4;1;1;5;0;9;3;3;5;1;1;1;2;1;2;2;7;5;2;1;4;3;3;5;70;5;8;1.444444444;13.72;1.94;7.089649123;16.34;2.243333333;18.435;63.11083333;3.9575;1.497272727;9.130909091;11.27818182;6.048;5.829;53.44636364;32.58909091
BGM-1120;5;3;5;5;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;3;7;5;3;1;3;3;1;3;90;5;8;1.714285714;10.26;3.52;2.917928063;15.2;2.416666667;20.11111111;66.15777778;2.944444445;1.635454545;12.13727273;10.35272727;7.105;3.057;46.58363636;35.87454545
BGM-1121;3;5;5;3;1;5;4;3;4;4;1;5;1;5;3;3;5;1;1;1;3;1;2;1;7;3;3;1;4;3;1;5;90;5;4;1;16.04;4.34;3.705760052;21.36;1.91;32.33333333;65.43666667;3.666666667;1.852857143;12.27285714;13.23142857;6.388333333;6.128333333;53.41857143;35.36857143
BGM-1122;3;7;5;3;2;4;1;5;1;3;1;5;1;5;3;3;5;1;1;1;1;2;2;2;3;5;3;0;4;7;2;5;0;5;NA;1;20.62;5.94;3.476556188;32.72;1.32;29.66666667;47.71333333;3.666666667;1.52;12.911;17.76222222;15.88875;4.408;53.22666667;36.57
BGM-1123;5;3;5;3;3;6;1;5;3;2;1;5;1;5;3;7;5;1;1;1;2;2;2;2;7;5;3;0;3;3;1;5;90;1;5;2;16.6;5.12;3.252471878;28.94;1.68;24.33333333;58.79333333;4.333333333;2.437857143;33.02357143;27.86357143;23.18692308;6.623;45.16142857;32.34266667
BGM-1124;5;7;5;9;3;6;2;3;3;1;1;3;1;5;3;3;3;1;1;2;1;0;2;2;7;3;3;0;4;3;3;5;0;1;8;2;13.78;4.18;3.303522484;19.66;2.783333333;23;49.46;4.666666667;2.101428571;40.63571429;23.86428571;19.595;11.07;36.29142857;29.99166667
BGM-1125;3;1;3;3;3;6;3;3;4;1;1;5;0;5;3;3;5;1;2;1;3;3;NA;2;7;3;3;0;4;3;1;7;100;5;NA;NA;12.9;4.28;3.013765734;18.66;NA;NA;NA;NA;2.004166667;41.06083333;30.555;25.45166667;6.4125;44.84;32.7075
BGM-1126;5;3;5;3;3;6;2;3;4;1;1;5;0;5;1;7;5;1;2;1;2;0;2;1;7;0;3;0;3;3;1;5;90;5;8;1.833333333;14.88;4.06;3.664368543;21.7;3.26;25.85666667;65.27;2.553333333;1.776153846;17.80615385;13.69384615;9.87;6.396666667;41.99846154;35.70769231
BGM-1127;5;3;5;3;3;9;3;5;4;1;1;5;0;5;1;3;5;1;1;1;2;0;2;2;7;5;3;0;3;3;2;5;90;1;4;1.333333333;19.26;3.46;5.587724677;23.54;2.426666667;25.20833333;59.65833333;4.539166667;1.681428571;9.917857143;9.290714286;5.739230769;5.126153846;49.41142857;32.425
BGM-1128;5;3;5;3;2;3;4;3;4;4;1;3;1;5;7;3;5;1;2;1;2;2;1;1;7;5;2;1;4;3;1;5;100;5;4;1.4;13.92;4.9;2.880842888;18.22;2.59;26.05555556;67.40666667;1.777777778;1.745;17.08;20.762;17.94888889;3.381111111;52.557;32.862
BGM-1130;3;5;5;3;3;6;1;3;4;3;1;5;1;2;3;7;5;1;1;1;2;1;2;3;7;5;1;0;4;3;3;5;90;1;3;1;13.24;4.28;3.098854701;27.78;1.136666667;8.5;40.02;3.333333333;1.844285714;18.43285714;14.94571429;13.02833333;2.312;31.41142857;31.506
BGM-1132;3;7;5;3;2;3;3;5;4;1;1;5;0;5;3;3;5;1;2;1;2;NA;2;2;7;5;3;0;4;3;1;5;90;3;8;1.6;11.24;3.02;3.745832753;19.3;3.056666667;17;45.77;1;1.88;20.774;3.628;3.2075;0.7725;14.006;35.282
BGM-1133;3;5;5;3;3;9;3;5;4;2;3;5;1;5;1;7;5;1;1;1;1;0;2;1;7;5;3;0;3;3;1;5;0;3;8;1.571428571;15.68;3.38;4.711210595;17.44;2.606666667;18.22222222;54.93555556;1.833333333;2.010909091;12.33545455;7.189090909;4.808;3.717;35.62727273;34.55363636
BGM-1134;5;3;5;3;3;9;2;3;4;4;1;5;1;6;3;3;5;1;1;1;1;0;2;2;7;5;3;0;4;3;1;5;0;3;4;1.5;16.72;1.96;8.542631579;17.56;1.586666667;15.66666667;63.21583333;2.5;1.77;13.7175;7.196666667;4.190909091;3.895454545;33.33416667;33.95416667
BGM-1136;7;3;5;3;2;6;1;3;4;4;2;5;1;6;3;3;5;1;1;1;2;1;2;3;7;3;3;1;4;7;2;5;100;1;6;1;15.44;1.8;8.61004472;19.26;2.916666667;29;71.17;5.333333333;2.060909091;26.55818182;26.559;22.32555556;7.263333333;49.051;35.8325
BGM-1137;7;7;5;7;3;7;1;5;2;4;3;5;1;5;1;3;5;1;3;1;3;2;2;3;3;5;2;1;3;3;3;7;100;5;8;1.222222222;13.72;3.7;3.739951834;13.66;2.276666667;23.61111111;57.65222222;2.166666667;2.054;12.91266667;6.958666667;5.491538462;2.678888889;32.11133333;34.59363636
BGM-1138;5;5;3;3;3;5;3;3;4;2;3;3;1;5;3;7;5;1;2;1;2;2;NA;2;7;5;3;1;4;7;3;5;90;5;NA;NA;11.46;3.82;3.001736392;19.88;NA;NA;NA;NA;2.246666667;17.12666667;4.563333333;0;3.87;21.51;33.32
BGM-1139;5;5;5;3;3;7;1;3;2;2;3;5;0;5;3;3;5;1;1;1;2;2;1;2;3;3;3;1;4;3;2;5;90;3;8;1.666666667;15.84;2.8;5.690361719;14.36;2.336666667;18.9;57.98;2.333333333;1.93;16.63777778;16.69222222;15.67625;5.1425;47.30444444;34.73
BGM-1140;3;5;5;3;3;9;2;3;4;2;3;5;0;5;3;3;5;1;1;1;2;1;1;2;7;3;3;0;3;3;2;5;90;5;8;1.5;9.92;2.94;3.373706745;13.28;1.766666667;19.44444444;43.08888889;1.888888889;1.976666667;14.29333333;11.58333333;11.15;7.418;40.88166667;33.95
BGM-1141;5;5;5;3;3;7;1;5;3;2;3;5;1;5;1;7;5;1;2;1;3;2;2;3;7;0;3;0;3;3;2;5;90;5;8;1.428571429;12.7;3.84;3.337788334;20.08;3.016666667;21.25;37.75333333;2.833333333;2.33;16.3825;5.711666667;2.431818182;3.600909091;25.55666667;35.45555556
BGM-1142;3;3;5;3;3;9;3;3;4;1;2;5;0;5;3;3;5;1;2;1;1;0;2;1;7;NA;3;0;3;3;1;5;0;3;6;1.428571429;10.28;2.72;3.866787879;13.62;2.21;20;51.18666667;4.666666667;2.037272727;23.35727273;14.95272727;11.276;3.738;35.53;36.11363636
BGM-1143;7;9;9;9;3;9;3;7;4;2;3;5;0;5;1;7;5;1;1;1;2;0;2;1;7;5;3;0;4;3;1;5;60;3;8;1.571428571;12.14;2.76;4.465533844;14.4;2.29;17.41666667;53.09666667;4.166666667;2.022142857;10.93214286;8.588571429;5.373846154;3.568461538;38.61214286;30.15384615
