Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
2019g-08-15,3,3,5,3,3,9,4,3,4,1,2,5,1,4,3,3,5,1,4,1,1,0,2,3,7,3,3,0,3,3,1,5,0,16.36,2.7,6.084037514,21.92,2.05,21.33333333,44.51666667
2019g-08-16,5,5,3,7,2,5,4,5,4,1,2,3,1,5,7,3,3,1,1,1,2,2,2,3,7,0,3,1,3,3,1,3,105,12.7,3.54,3.582168882,14.58,1.823333333,19,51.49
2019g-08-17,3,7,3,3,3,6,2,3,3,3,1,3,1,5,3,3,3,1,4,1,1,0,1,3,7,3,3,0,3,3,1,5,0,13.02,3.98,3.294286392,18.4,16.12666667,23.33333333,45.08
2019g-08-18,3,7,3,3,2,5,4,3,4,3,1,5,1,5,1,3,3,1,1,1,2,2,1,3,7,5,3,0,3,3,2,3,105,18.68,4.84,3.87006079,18.88,2.033333333,26.66666667,52.95
2019g-08-19,3,7,3,7,3,4,2,3,4,3,1,5,1,5,3,3,3,1,1,1,1,0,2,3,7,3,3,0,3,NA,1,5,0,13.26,3.74,3.609206349,16.84,2.403333333,27.66666667,49.06666667
2019g-08-20,5,3,3,3,3,8,2,3,4,3,2,5,1,5,3,3,3,1,1,1,2,2,1,3,7,0,2,0,3,3,1,3,105,17.02,4.78,3.563736868,25.72,2.313333333,22,64.16333333
2019g-08-21,3,5,3,3,3,6,2,3,4,4,1,3,1,5,7,3,3,1,1,1,2,2,2,3,7,3,3,0,3,3,2,5,105,11.96,2.8,4.286893268,13.62,2.026666667,41.66666667,59.89666667
2019g-08-22,5,2,3,3,2,9,4,3,4,1,1,5,1,5,7,7,5,1,4,1,1,0,2,3,7,5,3,0,3,3,2,5,0,19.28,3.78,5.115124576,24.62,1.893333333,15.33333333,50.16
2019g-08-23,3,7,3,5,2,5,2,3,4,1,2,5,1,5,7,3,3,1,1,1,3,2,2,3,7,3,3,0,3,3,1,5,105,17.58,4.7,3.747502227,23.34,2.576666667,22,61.64
2019g-08-24,3,5,5,3,3,9,2,3,4,1,1,3,1,4,1,7,3,1,1,1,2,2,2,3,3,0,3,0,4,7,2,3,95,15.62,2.62,6.020794212,16.3,2.42,29.33333333,58.38333333
2019g-08-25,5,5,3,3,3,9,4,3,4,1,1,3,1,4,7,7,5,1,1,1,2,2,2,3,7,0,1,0,3,3,1,5,110,16.2,2.26,7.323661146,16.86,2.42,28.66666667,63.22
2019g-08-27,3,3,3,3,2,3,4,3,4,3,2,5,1,5,3,3,3,1,3,1,2,2,1,3,7,0,2,0,3,3,2,5,100,15.68,4.06,3.873520923,16.54,2.133333333,28.33333333,66.74333333
2019g-08-28,7,7,3,7,2,5,4,5,4,1,1,3,1,5,3,3,3,1,1,1,3,2,2,3,7,5,3,0,3,3,1,5,95,12.04,3.44,3.50769464,14.4,1.563333333,27.33333333,60.94666667
2019g-08-29,3,3,3,3,3,9,4,3,4,1,1,3,1,4,3,7,3,1,3,1,2,2,1,3,7,3,2,0,3,3,1,3,105,18.56,2.3,8.126765988,21.64,2.236666667,31.33333333,59.77666667
2019g-08-30,3,5,3,3,3,9,2,3,4,1,1,5,1,5,3,3,3,1,4,1,1,0,1,3,7,5,3,0,4,3,1,3,0,15.8,3.94,4.018669308,22.92,1.963333333,35.66666667,56.94
2019g-08-31,9,5,3,7,2,5,4,7,4,1,1,5,1,5,3,3,3,1,1,1,1,0,1,3,7,3,3,0,3,3,1,5,0,15.78,4.96,3.185541975,19.62,1.49,34,46.71
2019g-08-32,3,7,3,3,3,9,4,3,4,1,1,5,1,5,7,3,3,1,1,1,3,2,2,3,7,0,3,0,4,3,1,5,105,13.16,3.78,3.485636023,16.36,2.183333333,26.66666667,58.74666667
2019g-08-33,3,7,3,3,3,9,2,3,3,3,1,5,1,5,3,3,3,1,1,1,2,2,1,3,7,0,3,0,3,3,1,5,100,12.62,3.54,3.590038314,17.06,2.32,24.66666667,64.19666667
2019g-08-34,3,7,3,3,3,9,4,3,4,2,1,5,1,5,1,3,3,1,1,1,3,2,1,3,7,3,2,0,4,3,1,5,90,15.8,4.16,3.803851598,21.72,2.176666667,32,50.14666667
2019g-08-35,5,5,3,3,3,9,4,3,4,1,2,5,1,5,7,7,3,1,1,1,1,0,1,3,7,3,3,0,3,3,1,5,0,13.28,2.92,4.561290823,17.44,1.9,26,46.05
2019g-08-36,5,5,3,3,3,9,4,3,4,1,2,3,1,4,3,7,3,1,1,1,2,2,1,3,7,5,1,0,3,3,1,5,100,13.66,2.38,5.803716586,15.24,2.896666667,22,50.25333333
2019g-08-37,5,3,5,3,3,9,4,3,4,1,2,5,1,4,3,7,3,1,1,1,2,2,2,3,7,3,3,0,3,3,1,5,90,15.92,2.24,7.114249012,20.76,2.553333333,19.33333333,64.26
2019g-08-38,3,7,3,3,3,9,4,3,4,1,1,5,1,5,3,3,3,1,4,1,1,0,2,3,7,3,2,0,3,3,1,3,0,17.56,4.48,3.926094219,24.98,1.94,25.66666667,52.49666667
2019g-08-39,5,5,5,3,3,9,4,3,4,1,1,5,1,4,3,7,5,1,4,1,1,0,1,3,7,5,1,0,3,3,1,5,0,13.98,2.24,6.292486166,15.88,2.37,21.66666667,50.85666667
2019g-08-40,3,3,5,3,2,8,2,3,3,1,3,5,1,9,3,7,3,1,3,1,2,2,2,3,7,5,3,0,3,3,1,3,80,13.94,2.16,6.528594896,18.72,1.77,21,43.08
2019g-08-41,5,5,3,3,3,9,4,3,4,1,2,5,1,4,5,7,5,1,3,1,2,2,2,3,7,0,3,0,3,3,2,5,95,21.14,3.56,6.058531132,28.54,2.663333333,25,59.22333333
2019g-08-42,5,5,3,3,2,9,4,3,4,1,2,5,1,4,3,7,5,1,1,1,1,0,1,3,7,3,3,0,3,7,1,3,0,20.68,2.74,7.585340266,24.18,2.593333333,25.33333333,46.53
2019g-08-43,3,2,3,3,3,9,4,3,4,3,1,3,1,5,3,3,3,1,2,1,2,2,2,3,7,0,3,0,3,7,2,5,100,13.88,3.56,3.894749776,17.42,2.203333333,30,71.16666667
2019g-08-44,7,5,3,3,3,8,2,3,3,1,2,5,1,5,1,3,3,1,4,1,3,2,1,3,7,3,3,0,3,7,2,5,105,15.62,4.14,3.780427273,18.86,1.27,31.66666667,53.52
2019g-08-46,3,3,3,3,3,9,2,3,4,1,1,3,1,5,5,3,3,1,1,1,1,0,2,3,7,0,3,0,3,7,1,3,0,17.58,4.5,3.917817737,27.5,1.623333333,32,63.02
2019g-08-47,3,7,3,3,3,6,4,3,4,3,1,5,1,5,3,3,3,1,3,1,3,3,2,3,7,3,3,0,3,3,2,3,100,14.78,4.1,3.608972274,19.32,2.166666667,35.33333333,63.98666667
2019g-08-48,7,5,3,5,2,5,4,3,4,1,1,5,1,5,7,3,3,1,1,1,2,2,2,3,7,5,3,0,3,7,2,5,100,12.84,3.5,3.672614379,17.6,2.2,36.33333333,62.03333333
2019g-08-49,7,5,3,7,2,5,2,5,4,1,1,3,1,5,3,3,3,1,1,1,2,2,2,3,7,5,3,0,3,3,2,3,100,13.52,3.7,3.656866152,15.1,2.116666667,20.33333333,65.64333333
2019g-08-50,7,7,3,5,3,9,4,5,4,1,1,5,1,5,3,7,5,1,1,1,3,3,2,3,7,5,3,0,3,3,2,3,115,16.38,3.94,4.160960093,23.3,1.716666667,28.66666667,70.7
2019g-08-51,5,3,3,3,2,5,4,3,4,3,3,5,1,5,1,3,3,1,1,1,1,0,1,3,7,3,3,0,3,3,1,5,0,17.82,6.42,2.775692326,25.58,1.653333333,29,57.41333333
2019g-08-52,3,5,3,3,3,8,2,3,4,3,2,5,1,5,3,3,3,1,1,1,2,2,1,3,7,5,1,0,3,3,1,5,105,10.68,2.62,4.102692431,16.24,1.77,29.33333333,49.46
2019g-08-53,5,3,3,3,2,5,4,3,4,3,2,5,1,5,3,3,3,1,1,1,3,2,2,3,7,0,3,0,3,3,1,5,110,13.52,4.44,3.069181791,19.6,2.22,28.33333333,65.05666667
2019g-08-54,3,3,3,3,3,9,4,3,4,3,1,5,1,5,3,3,3,1,1,1,2,2,1,3,7,0,2,0,3,3,1,5,100,15.8,4.24,3.750003596,18.56,2.136666667,26.33333333,64.39666667
2019g-08-55,7,3,3,3,2,5,4,3,4,1,2,3,1,5,3,3,3,1,4,1,1,0,1,3,7,0,3,0,3,3,1,3,0,15.22,4.56,3.34900162,19.7,2.443333333,25.66666667,56.87333333
2019g-08-56,3,2,3,3,2,5,4,3,4,3,2,5,1,4,1,7,3,1,1,1,1,0,1,3,7,5,3,0,3,3,1,5,0,21.7,3.3,7.059022006,25.46,1.633333333,17,46.91333333
2019g-08-58,5,5,3,3,3,9,4,3,4,1,2,3,1,4,3,7,3,1,4,1,1,0,1,3,7,5,3,0,3,3,1,5,0,13.76,1.92,7.235047847,19.3,2.43,27,49.52
2019g-08-59,3,5,3,3,3,6,2,3,4,3,1,3,1,5,7,3,3,1,3,1,2,2,1,3,7,5,3,0,3,3,1,5,95,12.92,3.36,3.853676101,19.68,2.493333333,25,55.00666667
2019g-08-60,3,3,3,3,2,3,2,3,4,3,3,5,1,5,3,3,3,1,1,1,1,0,1,3,7,5,2,0,3,3,1,3,0,15.2,4.2,3.630495446,19.04,1.54,30,51.55666667
2019g-08-61,5,3,5,3,2,5,2,3,4,3,2,3,1,5,3,3,3,1,1,1,1,0,1,3,7,0,3,1,3,3,1,3,0,14.42,4.7,3.077355306,18.04,1.306666667,21.33333333,42.43
2019g-08-62,3,5,5,3,3,9,2,3,4,1,1,3,1,3,3,7,5,1,1,1,2,2,2,3,7,5,3,0,3,3,1,3,100,19.74,2.16,9.21421325,22.26,2.656666667,35.33333333,65.90333333
2019g-08-63,5,3,3,3,2,9,2,3,4,3,2,5,1,5,3,3,3,1,3,1,2,2,1,3,7,0,3,0,3,3,1,5,115,17.58,5.06,3.477311402,23.02,2.06,29.33333333,63.05666667
2019g-08-64,3,3,3,3,2,5,2,3,3,3,2,5,1,5,3,3,3,1,1,1,1,0,1,3,7,0,3,0,3,3,1,3,0,17.82,5.9,3.031872058,23.34,1.83,28.66666667,64.99333333
2019g-08-65,5,3,3,3,2,5,4,3,4,1,2,3,1,5,5,3,3,1,1,1,1,0,1,4,7,0,3,0,3,3,2,7,0,12.14,3.6,3.372327311,15.04,1.54,25.66666667,47.29333333
2019g-08-66,3,3,3,3,2,5,2,3,4,3,2,5,1,5,3,3,3,1,1,1,1,0,1,3,7,5,2,0,3,3,1,5,0,16.38,5.8,2.825982068,23.52,1.503333333,19,43.44
2019g-08-67,3,2,5,3,3,8,2,3,2,2,1,5,1,5,5,7,3,1,1,1,2,2,1,3,3,3,3,0,4,3,1,3,80,14.32,3.46,4.145649041,18.58,1.896666667,24.66666667,45.65666667
2019g-08-68,3,3,5,3,2,6,2,3,4,3,1,5,1,5,5,3,3,1,1,1,2,2,1,3,7,3,2,0,3,3,1,3,95,17.72,4.44,4.003931557,23.72,2.033333333,37,53.68
2019g-08-69,5,7,3,5,3,9,4,5,4,1,1,3,1,5,1,3,3,1,1,1,2,2,2,3,7,0,3,0,3,3,1,5,100,12.72,3.42,3.724934012,18.22,2.266666667,37.66666667,71.64333333
2019g-08-70,3,2,3,3,3,9,2,3,4,1,1,3,1,5,1,3,5,1,4,1,1,0,1,3,7,0,3,0,3,3,1,5,0,17.3,3.68,4.71617903,22.22,1.826666667,35,69.54
2019g-08-71,9,7,5,7,2,5,4,7,4,1,1,5,1,5,3,3,5,1,1,1,1,0,1,3,7,0,3,0,3,3,2,5,0,17.6,4.86,3.629261078,27.62,2.49,33.66666667,76.23333333
2019g-08-72,3,7,3,3,3,6,2,3,4,3,1,3,1,5,3,3,3,1,3,1,2,2,2,3,7,3,3,0,3,3,2,3,90,14.46,3.56,4.078293929,23.2,1.91,31.33333333,57.84333333
2019g-08-73,3,2,3,3,3,8,2,3,1,3,1,3,1,5,3,3,3,1,3,1,2,2,1,3,3,0,2,0,3,3,1,3,95,12.7,4.02,3.189278003,17.4,1.49,27,58.45
2019g-09-01,3,7,3,3,2,5,4,7,3,1,1,5,1,5,1,3,3,1,4,1,1,0,2,2,7,3,2,0,3,3,2,3,0,14.42,3.9,3.698634085,27.74,2.103333333,39,55.98666667
2019g-09-04,5,9,3,7,3,9,4,5,4,1,1,5,1,3,3,7,3,1,1,1,3,2,2,3,7,5,2,0,3,3,2,3,105,19.08,3.4,5.63837704,31.6,1.58,30.66666667,49.88333333
2019g-09-05,7,2,3,3,3,6,2,3,4,1,1,3,1,5,1,3,3,1,1,1,2,2,2,4,7,5,1,0,3,3,2,5,105,15.76,4.7,3.353656462,24.88,2.63,23.66666667,48.00333333
2019g-09-06,9,3,3,3,3,8,2,5,1,1,2,5,1,5,7,7,3,1,1,1,1,0,2,2,3,5,2,0,3,3,2,3,0,17.96,4.78,3.762373523,30.34,2.17,37.33333333,52.13666667
2020g-01-01,7,5,3,5,3,7,2,3,4,4,1,5,1,5,3,3,3,1,1,1,3,2,1,2,7,0,1,1,3,3,2,7,110,16,4.7,3.413333333,21.1,3.12,33.66666667,59.87666667
7741-8,7,5,3,5,3,9,4,5,4,4,1,3,1,5,1,3,3,1,2,2,2,3,2,3,7,5,3,1,3,3,2,5,115,7.26,1.96,3.782420245,8.72,1.613333333,24,51.35
7909-04,7,1,3,3,2,3,4,3,4,1,1,1,1,5,5,3,5,1,2,2,2,3,1,3,7,0,3,1,3,5,2,5,100,10.54,3.02,3.483951834,10.02,1.42,37.33333333,65.60333333
98103-08,5,5,5,3,3,9,4,3,4,2,1,5,1,1,3,3,5,1,1,1,2,3,1,1,7,5,2,0,4,7,2,5,90,8.4,3.8,2.226350761,19.74,2.07,19,76.59
A-Preto-Joselito,9,9,5,7,3,9,2,7,4,2,1,3,1,1,5,3,5,1,4,1,1,0,1,3,7,5,2,0,3,3,2,7,0,15.54,6.46,2.416092218,29.46,2.27,36.66666667,78.55
Aciolina,5,2,5,3,3,9,4,3,4,1,2,5,1,5,5,3,3,1,1,2,2,2,2,3,3,5,2,0,3,3,2,5,80,12.64,3.24,3.898677751,20.98,1.69,30,55.20333333
AF-BR-11-52-10,7,3,3,3,3,9,4,5,4,1,1,5,1,5,3,3,3,1,1,1,2,2,1,3,7,5,3,1,3,3,2,5,90,13.26,4.2,3.157777778,16.48,2.083333333,23.33333333,63.29666667
AF-BR-11-52-19,7,5,3,5,3,9,4,5,4,1,1,NA,1,5,3,3,3,2,1,1,2,1,2,2,7,3,3,0,3,5,2,5,90,14.9,4.56,3.267968633,17.4,1.36,27.33333333,50.42
AF-BR-11-52-25,5,5,5,3,3,9,4,5,4,1,1,3,1,3,3,3,3,2,2,2,3,3,1,3,7,3,3,1,3,3,2,5,120,11.22,3.87,2.903539851,13.4,1.59,18.66666667,63.70666667
AF-BR-11-53-01,7,7,3,5,3,8,2,5,1,1,1,1,0,5,5,7,3,1,1,1,2,2,1,2,3,5,2,1,NA,3,2,5,50,14.1,4.42,3.209581909,17,1.58,30.33333333,54.68333333
AF-BR-11-53-05,7,5,3,3,2,8,2,5,1,1,1,3,1,5,3,3,3,2,1,2,3,3,1,3,3,5,3,1,NA,5,2,5,70,13.24,3.82,3.494330885,7.06,1.556666667,37,63.32666667
AF-BR-11-53-10,7,5,5,3,2,8,2,5,1,1,1,3,0,5,3,3,5,1,1,1,2,2,1,3,3,5,1,1,NA,7,1,5,70,15.56,4.6,3.400831169,18.2,1.716666667,19.66666667,73.45
AF-BR-11-53-26,7,5,5,3,3,8,2,5,1,1,1,5,1,1,3,3,5,1,1,1,3,3,1,3,3,5,3,1,NA,3,1,3,30,15.2,4.6,3.293888889,16,1.57,23.33333333,66.26333333
Aipim Brasilia,5,7,5,5,3,6,2,5,4,1,2,5,1,7,7,7,5,1,3,1,2,3,1,2,7,3,2,0,3,3,1,5,90,25.1,5.84,4.302870094,2.86,2.293333333,24.83333333,53.59166667
Aipim Guanambi,7,3,3,3,3,7,2,3,4,1,1,3,1,5,1,3,3,1,1,1,2,2,2,3,3,5,2,0,3,3,1,3,80,13.4,3.96,3.405334774,15.8,2.28,25,49.25
AM-Jaeve-RN,5,3,3,3,3,9,3,3,4,3,1,3,1,5,1,3,3,1,2,1,2,3,1,3,7,5,2,0,4,7,3,7,100,13.2,4.1,3.224753745,17.3,2.346666667,29.33333333,74.30333333
Baianinha-PR,5,3,5,3,2,8,2,3,3,1,1,3,1,4,3,7,3,1,1,1,2,2,2,3,7,3,3,0,3,3,2,5,105,12.8,2.04,6.428393382,13.3,1.68,15.33333333,32.24666667
BGM-0001,7,7,3,5,3,6,3,5,4,1,1,5,1,2,3,7,5,1,1,1,3,0,NA,2,7,5,3,0,4,3,2,3,90,15.1,5.28,2.864091263,22.92,NA,NA,NA
BGM-0004,3,5,5,3,3,7,2,3,1,1,1,5,1,5,3,3,5,1,2,1,1,0,1,2,3,5,3,0,4,3,2,3,0,16.02,5.96,2.694376424,23.96,3.153333333,26.80833333,54.43
BGM-0005,5,5,5,3,3,9,2,5,4,4,1,5,1,2,3,7,5,1,1,1,3,2,2,3,7,3,2,1,3,3,1,5,90,16.38,5.54,2.95553703,28.96,2.55,26.16666667,48.6225
BGM-0006,3,7,5,3,2,8,1,5,1,3,1,5,1,9,3,7,5,1,1,1,2,2,1,2,3,5,3,1,4,3,2,5,80,13.26,2,6.854232804,13.98,2.206666667,26.25,76.9175
BGM-0007,5,7,5,5,3,9,3,5,4,4,1,5,1,2,NA,3,5,1,1,1,2,3,NA,1,7,0,3,1,4,3,1,5,110,10.64,3.46,3.119011827,16.18,NA,NA,NA
BGM-0010,9,3,5,5,2,9,4,5,4,2,1,5,0,5,3,3,5,1,3,1,2,2,NA,2,7,5,2,1,3,7,1,7,90,9.22,2.78,3.352915231,10.24,NA,NA,NA
BGM-0011,7,3,5,3,2,9,1,3,3,1,1,5,1,5,3,3,5,1,1,1,1,0,1,NA,7,0,2,1,3,3,1,7,0,21.76,5.78,3.76545761,32.24,2.676666667,25,47.21
BGM-0014,5,7,3,5,3,6,2,7,3,1,1,5,0,5,3,7,5,1,2,1,2,1,1,2,3,5,2,1,3,3,1,5,110,16.98,5.46,3.112927312,29.74,2.636666667,25.82222222,61.57111111
BGM-0016,5,5,5,5,3,7,1,3,1,1,1,3,1,1,3,3,5,1,4,1,1,0,NA,1,3,0,2,0,4,7,2,5,0,16.08,6.78,2.373022181,24.72,NA,NA,NA
BGM-0017,7,7,5,3,1,5,4,3,1,1,1,5,1,3,3,7,5,1,1,1,1,0,2,1,3,5,2,0,4,3,1,5,0,17.5,3.26,5.469254386,25,2.233333333,32,58.63222222
BGM-0018,7,7,5,7,3,6,2,7,4,1,1,5,1,5,1,3,5,1,1,1,1,0,1,2,7,5,3,0,3,3,1,5,0,19.4,5.98,3.24491767,33.56,2.183333333,29.22222222,56.46888889
BGM-0019,3,1,5,3,3,6,2,3,2,2,3,5,0,5,1,3,5,1,2,1,2,2,2,2,NA,5,2,1,4,3,1,5,90,13.56,3.4,4.006904936,16.76,3.883333333,22.275,61.78666667
BGM-0020,7,5,5,7,2,5,4,5,4,3,1,5,1,3,3,3,3,1,1,1,2,3,2,2,7,5,2,1,4,3,2,5,120,18.98,3.96,4.799702517,25.84,2.346666667,29.54166667,62.54833333
BGM-0021,5,3,5,3,3,6,3,3,4,1,1,7,1,5,3,3,5,1,3,1,3,2,2,2,7,0,2,1,3,3,1,7,90,20.5,5.76,3.573006424,29.64,2.453333333,33.5,65.32166667
BGM-0022,3,7,5,3,3,6,2,5,3,1,1,5,1,2,3,3,5,1,1,1,2,3,1,2,7,0,2,0,3,3,2,5,120,18.04,2.9,6.221461412,25.58,2.2,24.125,54.56555556
BGM-0022-TB,7,5,5,5,2,6,4,5,4,3,1,3,1,4,3,7,5,1,1,1,2,3,1,2,7,5,2,0,3,3,1,5,90,13.26,3.98,3.335392535,18.46,2.75,32.77777778,62.88777778
BGM-0023,7,1,5,3,3,7,1,3,1,1,1,5,1,4,3,7,5,1,1,1,2,2,2,2,3,0,2,0,4,3,2,7,90,14.26,2.62,5.454587288,20.92,2.01,26.66666667,58.55666667
BGM-0024,5,7,3,5,3,6,3,5,3,1,1,5,0,2,3,3,5,1,2,1,2,2,2,3,7,5,2,1,3,3,1,5,110,12.42,4.26,2.925120413,18.66,2.793333333,19.16666667,50.45166667
BGM-0025,9,9,5,5,3,9,3,5,3,4,1,5,0,7,3,3,5,1,1,1,2,2,1,2,7,3,3,0,4,7,1,7,90,19.68,3.14,6.320254794,24.24,2.733333333,20.33333333,57.33333333
BGM-0027,7,5,5,5,3,6,1,7,1,1,2,5,1,5,3,7,5,1,2,1,2,2,2,2,3,5,3,0,NA,NA,2,5,100,17.06,5.34,3.195928775,25.26,2.61,33,52.05
BGM-0028,3,3,5,3,3,9,4,5,4,1,2,3,0,5,3,3,5,1,1,1,2,3,2,2,7,5,3,0,3,3,1,5,120,9.42,3.16,2.979888807,12.06,2.263333333,17.31666667,44.29666667
BGM-0029,3,3,5,3,3,6,3,3,4,4,1,5,1,5,3,3,5,1,2,1,2,2,1,1,7,5,2,0,4,3,2,3,90,17.02,6.06,2.81129848,26.68,4.116666667,23.75,71.69166667
BGM-0030,5,1,5,3,2,7,1,3,1,1,1,5,1,5,3,3,5,1,1,1,2,0,2,2,3,5,3,0,4,3,2,3,80,11.36,3.62,3.139351773,15.84,2.96,41.375,61.2875
BGM-0031,7,3,5,3,2,7,1,3,4,4,1,5,0,7,3,7,5,1,2,1,2,3,2,3,7,5,2,1,4,7,2,3,120,10.76,2.34,4.644083453,14.98,2.943333333,32.66666667,79.6
BGM-0032,7,1,5,3,3,7,1,3,3,1,1,5,0,7,3,3,5,1,1,1,1,0,2,2,7,0,3,0,4,3,2,3,0,16.58,4.56,3.635173661,27.4,1.983333333,24.16666667,67.36666667
BGM-0033,9,9,5,5,3,7,1,5,1,1,1,3,0,5,3,3,5,1,1,1,1,0,NA,NA,7,0,NA,0,NA,NA,2,7,0,13.38,2.98,4.500287356,19.8,NA,NA,NA
BGM-0035,5,1,5,3,2,7,1,3,1,1,1,5,1,5,3,7,5,1,2,1,2,0,2,2,3,0,3,0,4,3,3,5,100,12.64,4,3.162242826,19.22,2.783333333,27.08888889,53.11555555
BGM-0036,5,5,5,3,3,9,3,5,4,3,1,5,1,5,3,7,5,1,2,1,3,2,1,2,7,5,3,0,4,3,3,7,90,16.46,4.68,3.518330999,24.76,2.97,34.75,65.2175
BGM-0037,3,3,5,3,3,6,3,3,3,1,1,5,1,2,3,3,5,1,1,1,1,0,2,2,7,3,3,0,4,3,1,5,0,14.02,2.88,4.98333271,18.08,2.783333333,27.375,57.64833333
BGM-0039,7,3,5,3,3,7,1,3,1,1,2,5,1,2,3,3,5,1,2,1,1,0,2,2,3,5,3,0,4,3,3,5,0,16.5,5.44,3.038020083,25.96,2.17,27.33333333,69.56
BGM-0040,7,1,5,3,2,6,3,3,4,1,1,5,1,5,7,3,5,1,4,1,3,1,2,2,7,5,2,0,3,3,1,5,90,18.84,6.82,2.762217994,30.7,3.523333333,26.41666667,64.24
BGM-0042,5,2,5,3,3,3,2,3,4,1,1,7,0,7,3,7,5,1,1,1,2,2,1,2,7,3,2,0,3,7,3,5,50,15.94,5.16,3.091866355,28.22,1.53,20.88888889,47.51333333
BGM-0043,5,5,5,3,3,7,1,3,3,1,1,5,1,5,3,7,5,1,1,1,2,1,2,NA,7,5,3,1,4,5,1,7,90,15.5,4.98,3.115268542,27.28,2.44,40.66666667,53.53
BGM-0044,5,7,5,3,3,6,3,5,4,1,1,7,0,2,3,7,5,1,1,1,1,0,1,2,7,5,3,0,3,3,2,5,0,10.8,3.52,3.074278904,18.3,2.853333333,26.45833333,69.30416667
BGM-0045,7,5,5,5,3,9,3,7,4,2,1,3,1,5,3,3,5,1,2,1,3,3,NA,2,7,3,3,0,4,7,1,7,100,11.84,3.36,3.584107514,18.48,NA,NA,NA
BGM-0046,5,5,5,3,3,6,1,5,1,1,1,5,1,5,3,7,5,1,1,1,3,2,2,1,3,5,3,1,4,3,2,5,100,11.82,3.94,2.99356827,14.8,2.46,30.45833333,68.73583333
BGM-0047,5,1,5,3,2,5,3,3,4,3,1,5,1,2,3,3,5,1,3,1,1,1,1,2,7,5,2,0,3,3,1,5,90,17.12,5.46,3.137237324,30.36,3.15,29.83333333,62.7975
BGM-0048,3,2,5,3,3,9,3,3,4,3,1,5,0,5,3,3,5,1,4,1,2,3,1,2,7,5,3,1,4,3,1,5,100,12.48,3.42,3.652990913,12.56,2.313333333,26.625,63.49583333
BGM-0049,7,3,5,3,3,7,1,3,1,2,3,5,1,2,3,3,5,1,2,1,1,0,2,3,3,5,3,0,4,3,2,7,0,14.52,5.04,2.883088235,23.32,2.656666667,36.66666667,66.16
BGM-0050,3,1,3,3,2,8,1,3,2,2,1,5,1,5,3,3,5,1,3,1,3,2,1,4,7,5,2,0,4,3,2,5,90,17.08,4.98,3.431073698,29.04,2.27,31.75,58.92166667
BGM-0052,3,5,5,3,2,5,4,5,4,3,1,5,0,5,3,7,5,1,2,1,2,3,1,2,7,3,3,0,4,3,2,5,100,13.9,3.94,3.538855098,17.12,2.813333333,27,76.02833333
BGM-0053,5,7,5,3,2,5,4,5,3,3,1,5,1,2,3,3,5,1,3,1,2,0,NA,2,NA,0,1,1,3,3,2,3,NA,16.36,5.02,3.261975867,23.16,2.32,30.33333333,93.63333333
BGM-0054,7,5,3,3,2,5,4,5,4,4,2,3,0,5,3,7,5,1,2,1,2,0,1,1,7,5,3,1,4,5,3,5,120,14.68,4.66,3.159751125,23.52,3.813333333,20.625,67.3325
BGM-0056,3,3,5,3,3,7,1,3,1,1,1,5,0,5,3,3,5,1,1,1,1,0,2,2,3,5,3,0,4,3,3,5,0,12.2,3.22,3.79625,16.82,3.39,35.97916667,73.11833333
BGM-0057,5,3,5,3,2,7,1,3,1,2,1,5,0,2,3,3,5,1,3,1,3,0,NA,2,3,5,3,0,4,7,2,5,90,16.54,5.56,2.974354487,26,NA,NA,NA
BGM-0058,9,9,7,3,3,7,2,7,1,4,2,5,0,4,7,3,5,1,1,1,3,1,2,2,3,5,3,0,3,3,3,5,90,21.74,3.44,6.327951681,30.64,1.96,32.55555555,66.14888889
BGM-0060,5,5,5,5,3,6,2,7,2,2,3,3,1,5,3,3,5,1,2,1,3,2,1,1,3,5,3,0,4,3,2,3,100,11.8,2.96,4.127664847,16.94,1.87,15.29166667,36.93083333
BGM-0061,5,5,5,3,3,9,3,5,4,2,3,5,1,5,3,3,5,1,1,1,2,1,2,3,7,3,3,0,3,3,1,3,100,10.74,2.48,4.346301003,14.1,2.163333333,23.95833333,55.19666667
BGM-0062,5,5,5,3,2,8,4,3,4,3,2,5,1,5,3,3,5,1,1,1,2,1,2,2,7,3,2,0,3,3,1,5,100,18.48,6.26,2.952571335,24.92,2.17,25.54083333,54.25833333
BGM-0063,7,3,5,3,1,5,2,3,4,4,2,5,0,5,3,3,5,1,1,1,2,2,1,2,7,5,1,1,3,3,1,3,90,17.42,5.4,3.234762219,21.18,1.91,25,62.61
