Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
BGM-1219,9,5,5,3,3,7,1,3,1,1,1,5,1,5,3,3,5,1,4,1,1,0,1,2,3,3,3,0,4,5,3,5,0,15.5,3.96,3.923700124,22.9,2.65,23.77777778,66.36333333
BGM-1220,5,3,5,3,3,6,1,3,1,1,1,3,1,5,3,3,5,1,2,1,2,3,2,2,3,5,3,0,4,3,3,3,90,14.96,3.7,4.050389596,18.64,3.293333333,20.66666667,67.71333333
BGM-1222,3,5,5,3,2,7,1,3,1,2,1,5,1,9,3,3,5,1,3,1,2,2,2,2,NA,NA,3,1,3,3,2,5,100,14.16,4.88,2.904832778,21.4,1.946666667,36,75.87666667
BGM-1223,7,3,5,3,1,5,4,3,1,3,1,5,1,3,3,7,5,1,2,1,3,1,2,3,3,5,3,1,3,3,1,5,90,20.54,5.34,3.864588401,29.82,2.953333333,24.66666667,62.02777778
BGM-1224,5,7,5,5,3,8,2,5,4,4,2,3,1,5,3,3,5,1,1,1,2,3,1,4,7,3,3,0,3,3,3,5,80,12.1,2.8,4.328818345,14.46,4.25,32,103.6666667
BGM-1225,5,7,5,3,3,9,2,3,4,2,1,5,0,5,3,7,5,1,2,1,2,1,1,4,7,5,NA,0,3,3,3,5,90,15.58,4.4,3.549231076,25.2,2.446666667,16.66666667,63.04666667
BGM-1226,5,7,5,3,3,8,2,5,3,4,2,3,0,5,3,3,5,1,1,1,2,3,2,2,7,5,3,0,4,7,1,3,80,14.84,3.14,4.759236459,25.6,2.373333333,25.91666667,64.01833333
BGM-1227,5,3,5,3,2,3,2,3,4,4,2,5,1,5,5,NA,NA,1,4,NA,1,0,1,2,7,5,3,0,3,3,2,5,0,15.9,5.18,3.070995053,24.1,2.736666667,27.06916667,62.5375
BGM-1236,5,5,5,3,2,5,2,5,1,3,1,5,1,5,3,7,5,1,1,1,3,2,2,2,3,3,3,1,4,7,1,3,90,13.68,3.82,3.596266539,25.34,1.781666667,16.83333333,52.91083333
BGM-1243,5,5,5,3,3,9,3,5,4,2,1,5,1,5,3,3,5,1,2,1,3,2,2,2,7,5,2,1,3,3,2,5,90,13.68,4.06,3.378172466,24.18,2.4,25.62333333,70.665
BGM-1245,7,1,5,3,3,6,2,3,4,1,1,5,1,5,3,7,5,1,1,1,1,0,1,3,7,5,2,0,3,5,1,7,0,12.22,3.8,3.215199511,19.18,1.996666667,20.33333333,54.92333333
BGM-1248,5,2,5,3,3,3,2,3,4,1,1,5,0,5,1,7,5,1,2,1,2,1,2,2,7,5,3,0,3,3,1,5,100,13.62,3.54,3.856644505,20.42,3.81,28.4375,60.49583333
BGM-1249,7,5,5,3,1,5,2,5,1,1,1,5,1,5,7,7,5,1,2,1,2,3,1,2,3,0,2,1,3,7,1,3,100,13.86,4.06,3.416486565,15.2,2.53,28.08333333,62.25083333
BGM-1251,5,7,5,5,3,8,2,5,4,1,1,5,1,5,3,3,5,1,1,1,2,2,1,2,7,5,2,0,3,3,2,3,90,11.34,3.14,3.689633542,11.68,2.473333333,23.85166667,65.10166667
BGM-1251-RM,5,3,5,3,3,8,2,3,4,1,1,5,0,5,3,3,5,1,1,1,2,3,1,2,7,5,2,1,3,3,2,3,80,11.08,3.88,2.860192383,13.96,3.086666667,17.33333333,58.6
BGM-1252,7,5,5,3,3,7,1,5,1,1,1,5,1,2,7,3,5,2,2,1,3,2,2,2,3,0,3,1,4,7,3,5,100,17.3,5.26,3.2947447,25.4,1.883333333,20.41666667,53.57
BGM-1253,5,1,5,3,1,3,4,3,4,2,1,5,0,5,7,3,5,1,1,1,3,3,1,2,7,3,3,0,4,3,1,5,90,14.42,3.62,4.007118756,15.66,1.983333333,29.875,66.44416667
BGM-1254,3,2,5,3,3,9,3,3,4,1,1,5,0,5,3,7,5,1,2,1,3,2,2,2,7,3,3,1,4,3,1,5,100,11.12,3.68,3.041611721,15.18,2.026666667,27.49916667,61.2575
BGM-1255,5,2,5,3,2,5,2,3,4,1,1,3,0,3,7,7,3,1,1,2,3,3,2,2,7,5,2,1,3,3,2,3,100,18.18,5.74,3.16976716,24.22,1.963333333,21.375,49.9075
BGM-1257,7,9,5,7,3,6,2,5,3,4,2,5,0,5,7,3,5,1,2,2,4,NA,NA,2,7,3,3,1,4,3,3,7,90,14.92,4.1,3.719045882,22.5,NA,NA,NA
BGM-1259,5,1,5,3,2,3,2,3,3,1,1,5,0,5,3,7,5,1,1,1,3,2,1,2,7,5,3,0,4,3,3,5,90,15.6,3.84,4.065511666,20.96,2.053333333,17,55.81333333
BGM-1261,5,7,5,5,3,7,2,5,4,4,1,5,0,5,3,7,5,1,1,1,2,2,1,2,7,0,3,0,4,3,1,5,90,13.26,4.12,3.217589336,18.84,2.873333333,28,75.01333333
BGM-1262,3,7,5,9,2,4,4,5,4,3,1,3,1,5,7,3,3,1,1,1,2,3,1,2,7,3,2,1,3,3,2,5,110,12.72,3.14,4.058705488,16.28,2.271666667,26.31125,59.67666667
BGM-1263,7,7,5,5,1,4,2,5,4,3,1,5,1,5,3,7,5,1,4,1,2,0,2,3,7,5,3,0,3,7,2,5,90,14.88,3.94,3.782770928,22.66,2.053333333,28.08333333,54.6325
BGM-1265,5,2,5,3,3,6,2,3,4,1,1,5,1,5,3,7,5,1,4,1,2,3,2,2,7,3,2,0,3,3,1,5,100,13.9,4.32,3.22510101,26.86,2.12,29.77,62.56666667
BGM-1266,7,7,5,3,1,4,1,3,1,1,1,5,NA,5,7,7,5,1,1,1,3,1,2,NA,3,0,3,0,3,3,NA,3,90,20.44,4.94,4.142526429,26.46,2.416666667,31,64.05
BGM-1267,3,5,5,5,2,6,4,5,4,3,1,5,1,5,3,7,5,1,1,1,1,0,2,4,7,5,3,0,3,NA,2,5,0,15.24,3.96,3.851561831,21.86,2.236666667,24.47666667,62.4575
BGM-1268,5,5,5,3,2,7,1,3,4,2,1,5,1,2,3,3,5,1,1,1,2,2,1,2,7,0,3,0,4,7,1,7,90,13.7,3.84,3.574754975,18.7,2.573333333,22.66666667,61.69666667
BGM-1269,5,5,5,3,3,9,2,3,4,1,1,5,1,2,3,3,5,1,4,1,1,0,2,1,7,5,3,0,4,3,2,5,0,12.14,4.24,2.865163921,16.48,1.416666667,25.16666667,61.14833333
BGM-1270,7,5,5,3,3,6,1,5,1,3,1,5,1,6,3,3,3,1,1,1,3,3,2,2,3,5,3,0,3,7,2,7,80,16.34,2.66,6.480885485,22.38,0.953333333,33.33333333,56.45
BGM-1272,7,9,5,5,3,6,2,7,4,3,1,5,1,5,3,3,5,1,1,1,1,0,2,2,7,0,3,0,3,NA,1,3,0,16.46,4.56,3.613799449,24.86,2.9,28.33333333,63.92
BGM-1273,7,3,5,3,3,9,2,5,4,1,1,NA,1,5,3,3,5,1,2,1,2,NA,NA,2,7,5,3,1,NA,NA,1,7,100,12.88,3.34,3.862494881,18.26,3.766666667,38.33333333,88.16666667
BGM-1274,5,7,5,5,3,6,2,5,4,3,1,5,0,5,3,7,5,1,1,1,2,0,2,3,7,3,3,0,3,3,2,5,90,12.12,3.22,3.767446767,16.26,2.366666667,22,46.16
BGM-1275,3,3,5,3,3,7,1,3,1,1,1,5,1,5,1,7,5,1,1,1,1,0,2,3,3,3,2,0,3,NA,2,5,0,13.7,3.9,3.515922899,15.06,2.306666667,26.93833333,56.33333333
BGM-1277,3,1,3,3,3,9,3,3,4,4,1,3,0,5,3,3,5,1,2,1,3,3,1,2,7,5,3,0,4,3,1,7,100,10.8,3.78,2.858398561,14.7,1.826666667,39,57.88333333
BGM-1278,7,3,5,3,1,4,1,3,1,1,1,5,1,4,7,7,5,1,2,1,3,1,1,2,3,3,3,0,3,3,2,3,70,15.48,3.4,4.553146263,22.68,1.286666667,17,36.64666667
BGM-1280,5,3,5,3,3,9,2,3,4,2,2,5,0,5,3,7,5,1,1,1,3,2,2,3,7,5,3,1,3,3,2,5,80,11.74,2.78,4.236156832,16.86,2.896666667,23.16666667,62.33
BGM-1281,5,1,5,3,3,6,2,3,4,1,1,5,1,4,3,3,5,1,1,1,1,0,2,2,7,5,2,0,4,3,1,5,0,15.04,3.8,3.991099891,20.86,3.193333333,67,84.23666667
BGM-1282,7,2,5,3,3,6,2,3,4,1,1,5,1,5,3,3,5,1,3,1,1,0,2,2,7,5,3,0,4,3,2,5,0,14.68,3.96,3.796407451,25.52,1.433333333,26,58.69333333
BGM-1283,3,3,5,3,2,6,1,3,1,1,1,3,1,2,3,3,5,1,2,1,3,0,1,2,3,5,3,0,4,7,2,5,80,14.66,5.92,2.476130478,29.84,1.983333333,27.66666667,82.09333333
BGM-1284,5,5,3,3,2,3,4,5,4,2,3,5,0,5,7,7,5,1,1,1,3,1,2,2,7,3,3,0,3,3,3,5,60,16.16,3.74,4.346659203,22.52,3.923333333,29.87583333,60.34666667
BGM-1285,7,7,5,5,3,6,2,5,4,3,1,5,1,5,7,7,5,1,1,1,1,0,2,3,7,5,3,0,4,3,1,5,0,9.86,2.98,3.317402694,12.08,3,27.57,64.88083333
BGM-1286,5,3,5,3,3,9,3,3,4,1,2,3,0,5,1,3,5,1,2,1,2,0,2,2,7,5,2,0,4,3,2,5,80,13.88,3.92,3.554475962,18.06,2.61,27.66666667,48.33222222
BGM-1287,7,5,3,3,2,3,4,5,4,3,1,3,1,5,3,3,5,1,1,1,2,NA,1,2,7,3,3,1,3,3,1,5,80,16.22,4.6,3.544850498,19.44,2.44,38,61.12
BGM-1288,5,5,5,3,3,9,3,5,4,3,1,5,1,5,3,3,5,1,1,1,3,1,2,3,7,5,3,0,3,3,2,5,90,12.82,3.66,3.500447031,18.04,1.576666667,18.08333333,40.23833333
BGM-1290,9,7,5,5,3,8,2,5,4,3,1,5,1,5,3,7,5,1,1,1,2,0,1,2,7,0,3,0,4,NA,2,3,90,17.94,4.8,3.738682746,27.94,3.566666667,34.66666667,65.94666667
BGM-1291,5,2,5,3,3,6,2,3,4,1,1,3,1,5,3,3,5,1,2,1,2,1,1,2,7,5,3,1,3,3,2,5,90,17.84,5.58,3.205167814,31.38,2.636666667,25.58416667,66.15166667
BGM-1292,5,5,5,3,2,7,1,3,1,1,1,5,1,9,3,7,5,1,2,1,2,2,2,2,3,3,3,0,4,3,2,5,100,14.36,2.78,5.215092796,18.1,2.686666667,23,55.53
BGM-1293,7,3,5,5,3,6,4,5,4,3,1,5,1,5,3,3,5,1,1,1,2,0,2,4,7,5,3,1,3,3,3,5,80,12.72,3.5,3.659422602,16.74,1.45,19.94444444,55.72
BGM-1294,5,7,5,5,1,3,3,5,4,4,1,5,1,5,3,3,3,1,1,1,1,0,1,2,7,3,3,0,4,3,3,5,0,11.5,3,3.825612276,22.72,1.533333333,23.04166667,52.62833333
BGM-1295,9,9,5,3,3,9,2,5,4,4,2,5,1,5,7,3,5,1,2,1,2,1,NA,2,7,0,2,0,NA,5,3,3,90,14.74,2.94,5.118286224,16.32,2.2,37.33333333,62.02666667
BGM-1296,5,9,5,7,3,9,2,5,4,4,3,5,0,5,3,3,5,1,1,1,1,0,1,3,7,3,3,0,3,3,3,5,0,10.56,3.48,3.037541048,13.22,2.47,30.05555556,58.81111111
BGM-1297,7,7,5,7,3,7,2,5,1,1,4,5,1,5,3,3,5,1,2,1,1,0,NA,2,7,5,NA,0,3,3,3,3,0,14.56,4.4,3.3056202,21.64,2.936666667,26.32333333,65.72666667
BGM-1298,7,1,5,3,1,8,2,3,1,1,1,5,1,5,3,3,5,1,1,1,2,2,1,2,3,NA,2,1,3,3,1,5,90,10.56,2.96,3.573977354,11.06,2.416666667,21,64.64333333
BGM-1300,5,7,5,5,3,9,3,5,4,1,1,5,1,5,3,3,5,1,2,1,1,0,2,1,7,0,3,0,3,3,1,5,0,12.88,2.14,6.033178995,16.84,2.963333333,27.125,67.77583333
BGM-1303,5,1,5,3,2,7,2,3,3,3,1,5,0,5,3,3,5,1,2,2,2,2,NA,1,7,3,3,0,4,3,2,3,90,13.16,2.68,4.899522145,18.44,2.09,17.66666667,44.33
BGM-1304,5,5,5,3,3,9,2,3,3,2,3,3,0,5,3,7,5,1,1,1,2,NA,2,1,7,5,3,0,3,3,3,5,80,15.06,3.5,4.318549751,17.44,1.353333333,16.16666667,72.89333333
BGM-1305,5,3,5,3,3,7,1,3,3,3,1,5,1,5,3,7,5,2,2,1,2,3,1,2,7,3,3,1,4,NA,3,5,130,12.06,4.28,2.812881767,17.16,3.006666667,33.70833333,66.1075
BGM-1306,5,7,5,3,1,3,4,5,4,3,1,5,0,5,3,7,5,1,1,1,2,0,1,2,7,5,3,1,4,3,2,5,90,11.94,3.42,3.489915966,18.54,2.07,27.04166667,66.775
BGM-1308,5,3,5,3,3,6,2,3,1,1,1,5,0,2,3,3,5,2,1,1,2,2,NA,2,3,5,2,1,3,3,1,3,100,13.62,4.08,3.341637631,19.98,NA,NA,NA
BGM-1309,5,2,5,3,3,9,2,3,4,1,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,5,3,1,4,3,3,5,90,16.28,4.62,3.527222222,25.32,1.056666667,23.33333333,62.45666667
BGM-1310,5,7,5,5,3,9,2,5,4,1,2,5,1,5,3,3,5,1,1,1,2,0,1,2,7,5,3,0,4,3,3,5,100,9.68,3.44,2.822539683,16.9,2.966666667,22.41666667,55.21
BGM-1311,5,3,5,3,3,9,3,5,4,1,1,5,1,5,3,7,5,1,2,1,2,2,NA,2,7,3,3,0,3,7,1,7,90,13.82,4.98,2.773758865,19.58,NA,NA,NA
BGM-1313,5,5,5,3,3,7,1,3,3,1,1,5,1,5,3,3,5,1,2,1,3,2,1,2,7,3,3,0,3,3,1,5,90,14.16,4.72,3.004503714,20.92,2.45,26.75083333,51.16666667
BGM-1314,5,3,5,3,3,7,1,3,3,3,1,3,1,5,3,7,5,2,2,1,2,3,2,2,7,3,2,0,4,7,3,5,90,11.36,3.28,3.473127413,16.98,2.513333333,31,50.71333333
BGM-1315,3,5,3,5,3,7,2,5,3,1,1,5,1,5,3,7,5,1,2,1,3,2,2,2,7,0,2,0,4,3,1,3,60,16.42,4.58,3.616452539,24.82,2.09,29.625,51.87416667
BGM-1316,5,5,5,3,3,9,3,3,4,2,1,5,1,5,3,7,5,1,1,1,1,0,NA,2,7,5,3,0,4,3,2,3,0,12.22,3.3,3.722534355,16,2.723333333,18,52.48333333
BGM-1317,5,3,5,3,3,9,3,3,3,4,1,5,1,5,3,7,5,1,2,1,2,3,2,2,7,5,3,1,4,3,1,5,100,12.54,3.98,3.152304236,19.66,3.333333333,33.33333333,74.60333333
BGM-1318,5,5,5,3,3,7,1,3,1,1,1,5,1,4,3,7,5,1,2,1,2,1,2,3,3,5,2,0,4,3,3,NA,45,11.56,3.04,3.80734149,13.26,2.706666667,31.335,63.68916667
BGM-1319,7,3,5,3,1,4,1,3,2,2,1,5,1,5,7,3,5,1,1,1,3,2,NA,2,3,5,2,1,NA,5,2,3,90,12.08,4.26,2.88984127,16.42,3.443333333,26.66666667,61.26666667
BGM-1321,7,1,5,5,2,4,2,5,4,3,1,5,1,2,3,3,5,1,2,1,3,2,2,3,7,5,3,0,4,3,1,5,90,16.1,5.38,3.011161923,21.98,2.343333333,24,66.04
BGM-1323,9,3,5,3,2,7,1,5,3,1,1,5,1,5,3,3,5,1,4,1,2,2,2,2,7,5,3,0,4,3,1,3,110,14.02,5.7,2.458535851,23.98,4.08,36.95,57.90833333
BGM-1324,7,7,5,5,2,4,2,5,4,3,1,5,1,5,3,7,5,1,1,1,3,1,2,2,7,5,3,0,4,7,1,3,80,17.76,5.72,3.097656409,24.96,2.813333333,24.54166667,59.69666667
BGM-1325,7,7,5,5,1,7,1,5,1,1,1,3,1,3,3,7,5,1,2,1,3,2,2,3,3,5,3,0,4,3,3,5,100,13.14,3.06,4.307797619,17.26,2.713333333,33,60.02666667
BGM-1326,5,2,5,3,2,7,1,3,2,3,1,3,1,5,3,3,5,1,1,1,1,0,2,2,NA,0,3,0,4,NA,2,3,0,15.74,5,3.1518481,19.56,2.203333333,36,53.09
BGM-1327,7,3,5,3,3,9,3,3,4,2,1,5,1,5,3,7,5,1,4,1,1,0,1,4,7,5,3,0,4,7,2,3,0,16.08,4.52,3.561243961,23.62,2.123333333,17.55555555,44.83222222
BGM-1328,7,7,5,5,1,3,4,5,4,4,1,5,1,2,3,7,5,1,1,1,2,2,2,3,7,0,3,1,3,5,2,3,90,17.84,6.18,2.884630944,26.46,3.056666667,26.33333333,59.98666667
BGM-1329,5,5,5,3,2,4,1,3,1,1,1,3,1,2,3,3,5,1,1,1,1,0,1,3,NA,3,3,0,3,3,2,3,0,13.38,6.02,2.225339346,23.38,1.293333333,27.66666667,47.17
BGM-1331,5,7,5,3,2,8,1,3,4,1,1,3,1,7,3,7,5,1,2,1,1,0,2,2,NA,0,3,0,4,3,1,3,0,17.26,4.3,4.031278367,24.26,1.443333333,32.66666667,48.60333333
BGM-1332,7,1,5,3,3,6,4,3,4,1,1,5,1,5,3,3,5,1,3,1,1,0,2,2,7,0,2,0,3,3,2,5,0,12.56,4.44,2.834568246,22.86,3.296666667,30.5,75.145
BGM-1333,7,5,5,5,3,7,1,5,3,1,1,3,1,5,3,7,5,1,1,1,3,3,1,2,7,5,3,0,4,7,2,7,100,12.34,4.58,2.704225661,15.5,1.25,24.33333333,46.66666667
BGM-1335,5,7,5,3,3,7,1,5,1,1,1,5,1,5,1,7,5,1,1,1,2,1,1,2,3,5,3,0,4,3,3,5,50,13.88,4.1,3.387946859,14.46,2.2,20.83416667,54.56666667
BGM-1336,5,1,5,3,2,6,2,3,4,1,1,3,1,5,3,7,5,1,2,1,2,0,2,2,7,5,NA,1,3,3,1,3,70,17.64,4.88,3.614285714,19.88,2.296666667,27.55555556,66.22444444
BGM-1337,7,7,5,5,2,3,4,5,4,2,2,5,1,2,3,7,5,1,2,1,2,0,NA,2,NA,3,NA,0,4,NA,1,3,90,17.2,6.02,2.859060482,25.9,NA,NA,NA
BGM-1338,5,5,5,3,3,9,3,5,4,1,1,5,1,5,3,3,5,1,1,1,2,0,2,2,7,5,3,0,4,3,3,5,100,14.44,3.16,4.582511069,24.94,2.956666667,24.79166667,65.34083333
BGM-1339,5,3,5,3,2,8,4,3,4,1,1,5,1,9,3,7,5,1,1,1,2,0,1,3,7,0,3,0,3,5,1,5,80,15.68,2.36,6.698993266,21.48,4.076666667,23.55555555,64.97111111
BGM-1342,7,5,5,5,3,6,2,5,4,1,1,5,1,5,3,7,5,1,1,1,1,0,NA,2,7,3,3,0,4,7,2,5,0,13.66,3.72,3.672119488,20.74,NA,NA,NA
BGM-1344,7,7,5,3,3,7,2,5,1,3,1,5,1,2,3,7,5,1,1,1,2,1,2,1,3,5,3,1,3,7,1,5,90,18,4.02,4.515457158,21.56,2.326666667,17.66666667,60.25777778
BGM-1345,7,5,5,5,3,9,2,5,4,2,1,5,1,5,3,3,5,1,1,1,2,1,2,2,7,5,3,0,4,3,2,7,90,21.76,6.06,3.59036797,33.94,2.256666667,24.24916667,65.31583333
BGM-1346,7,2,5,3,3,8,3,3,4,1,1,5,1,5,3,7,5,1,1,1,2,0,2,3,NA,0,3,0,3,3,2,3,90,14.82,4.98,2.976562225,20.82,1.793333333,24.66666667,62.40666667
BGM-1347,7,7,5,7,3,9,2,5,4,1,1,5,1,5,3,3,5,1,1,1,1,1,2,2,7,3,3,0,4,7,2,5,0,17.9,4.24,4.241072661,27.32,1.486666667,34,53.91
BGM-1348,7,2,5,3,3,6,2,3,4,1,1,5,1,5,3,7,5,1,1,1,1,1,1,4,7,3,3,0,3,3,2,5,0,15.16,5.04,3.02017094,24.9,2.476666667,41,58.69555556
BGM-1349,5,3,5,3,2,4,1,3,1,1,1,5,1,5,3,7,5,1,1,1,1,1,2,2,3,3,2,0,3,3,2,5,0,17.8,5.7,3.121407626,28,1.943333333,24.33333333,57.07333333
BGM-1352,7,2,5,3,3,9,3,3,4,1,1,5,1,5,7,7,5,1,2,1,2,2,NA,3,7,5,3,0,3,7,2,5,100,15.38,4.76,3.232858842,21.54,NA,NA,NA
BGM-1353,5,7,5,3,2,8,2,3,4,1,1,3,1,5,3,7,5,1,2,1,2,3,NA,2,7,5,3,1,4,3,1,3,140,12.76,3.6,3.547443609,13.52,4.056666667,43,62.96
BGM-1354,7,3,5,3,3,9,1,3,4,1,1,5,1,5,3,3,5,1,2,1,2,2,2,1,7,5,3,0,4,3,1,5,100,18.58,4.5,4.13149266,24.8,2.316666667,26.375,61.42333333
BGM-1355,5,5,5,3,3,9,3,5,4,3,2,5,1,5,3,3,5,1,2,1,3,3,1,2,7,0,1,1,3,3,1,5,60,10.4,3.98,2.618901099,10.72,1.13,28.88888889,63.89555556
BGM-1356,7,2,5,3,2,8,2,3,4,1,1,5,1,5,3,7,5,1,2,1,2,2,2,2,7,0,3,0,4,3,2,3,80,19.98,6.6,3.027381621,29.96,2.613333333,37.775,71.61083333
BGM-1358,5,3,5,3,2,5,4,3,4,3,1,5,0,5,3,3,5,1,2,1,3,2,1,2,7,5,3,1,3,3,1,5,100,14.18,4.72,3.015822104,23.46,1.516666667,31.22222222,58.24222222
BGM-1359,7,7,5,5,2,5,4,7,4,1,1,3,1,5,3,3,5,1,1,1,1,0,2,2,7,5,3,0,3,3,1,5,0,17.6,3.2,5.521830629,27.54,1.476666667,38,45.46666667
BGM-1360,3,3,5,3,3,7,1,3,1,1,1,5,1,5,3,3,5,1,2,1,2,1,2,3,3,3,3,1,4,3,2,5,70,18.94,5.62,3.365071581,25.04,2.306666667,36.44444444,60.65777778
BGM-1361,7,7,5,5,2,5,2,5,4,1,1,3,1,5,3,7,5,1,1,2,1,2,2,3,7,5,2,0,3,3,1,5,0,14.9,3.24,4.809406421,24.34,1.19,24.33333333,66.09
BGM-1362,5,7,3,5,2,3,3,5,4,3,1,3,0,5,7,7,5,1,2,1,2,2,1,2,7,5,3,1,3,3,2,5,80,15.62,5.08,3.080812189,22.48,2.793333333,32.5,53.75416667
BGM-1363,5,5,5,3,3,9,3,5,4,1,1,5,1,5,3,3,5,1,1,1,1,0,2,2,7,5,3,0,3,3,1,5,0,11.6,3.18,3.676690115,16.58,2.256666667,24.83333333,51.65888889
BGM-1364,5,5,5,3,3,7,1,3,2,1,1,5,1,2,3,7,5,1,1,1,2,1,2,2,3,5,3,0,3,3,2,5,70,10.82,3.64,2.974096012,17.2,3.15,24.88888889,58.06
BGM-1365,7,3,5,3,2,5,4,3,4,2,1,5,1,3,3,3,5,1,1,1,1,0,1,2,7,5,3,0,4,7,3,5,0,18.04,4.12,4.383639044,21.04,3.193333333,17.66666666,56.76777778
BGM-1366,5,7,5,9,3,9,3,5,4,1,1,5,1,5,1,7,5,1,1,2,2,1,2,2,7,3,3,1,3,3,2,7,90,14.06,1.96,7.178947368,24.78,2.466666667,24.41666667,59.88166667
BGM-1367,5,3,5,3,3,9,3,5,4,1,1,5,1,5,3,3,5,1,2,1,2,2,2,2,7,5,3,0,4,3,2,5,90,8.82,3.42,2.606420204,12.58,2.196666667,34.44444444,45.39444444
BGM-1368,5,5,5,3,3,9,2,3,4,1,1,5,1,5,1,7,5,1,2,1,3,2,2,4,7,3,3,0,3,3,2,5,90,18.86,2.58,7.377726574,25.96,1.886666667,28.75,59.25833333
BGM-1369,3,5,5,3,3,6,3,3,4,1,1,5,1,2,3,7,5,1,1,1,1,0,2,2,7,5,2,0,3,3,2,5,0,15.28,5.16,2.972176093,31.18,1.946666667,26.27777778,55.36444445
BGM-1370,7,5,5,7,2,5,4,7,4,1,1,5,1,5,3,7,3,1,3,1,1,0,2,2,7,3,3,0,3,3,1,5,0,18.52,3.9,4.754136302,30.64,1.693333333,21.33333333,69.53
BGM-1371,9,7,5,5,2,9,4,7,4,1,1,3,1,5,3,3,5,1,3,1,1,0,2,2,7,5,3,0,3,3,2,5,0,18.94,3.78,5.012724465,28.92,1.446666667,26,54.48333333
BGM-1373,5,2,5,3,3,9,3,3,4,1,1,5,1,5,3,7,5,1,1,1,1,1,1,2,7,3,3,0,4,3,2,3,0,16,4.32,3.702383694,21.32,2.876666667,26.88888889,59.16444444
BGM-1376,7,3,5,3,1,4,1,3,1,1,1,5,1,2,3,3,5,1,1,1,2,1,2,2,3,5,3,0,3,5,1,3,50,19.16,5.84,3.278978651,27.52,2.173333333,21.88888889,55.10333333
BGM-1377,7,3,5,3,1,4,1,3,1,1,1,5,1,5,3,7,5,1,1,1,3,0,2,2,3,5,2,0,3,3,2,5,40,16.12,4.34,3.712594051,22.9,1.916666667,32,54.25888889
BGM-1378,5,7,5,5,2,3,4,7,4,4,1,3,1,2,3,3,5,1,2,1,2,3,NA,2,7,5,3,1,4,3,2,5,100,11.04,4.28,2.581596452,18.3,2,31,62.34666667
BGM-1379,5,1,5,3,3,9,3,3,4,1,1,5,0,5,7,7,5,1,1,1,3,2,2,3,7,0,3,1,3,3,1,5,90,13.86,3.62,3.839318885,20.88,2.08,31,69.35666667
BGM-1380,7,3,5,3,3,9,3,3,4,2,1,5,1,5,3,3,5,1,1,1,2,0,NA,3,7,3,3,0,4,7,1,3,80,18.02,5.5,3.276748346,27.1,NA,NA,NA
BGM-1381,3,2,3,3,3,9,3,3,4,1,1,3,1,2,3,7,5,1,1,1,3,2,1,2,7,0,3,0,3,3,1,5,90,14.12,3.88,3.646061683,19.52,3.32,20,54.2
BGM-1383,5,7,5,5,3,9,3,5,4,2,1,5,1,5,3,3,5,1,2,1,2,2,NA,2,7,5,3,0,3,3,2,5,90,14.02,3.96,3.548296698,26.38,2.573333333,33,68.53
BGM-1385,5,3,5,3,3,6,2,3,4,1,1,5,1,5,3,3,5,1,1,1,2,1,2,4,NA,3,3,0,4,3,3,3,90,13.38,4.74,2.823300774,21.88,1.896666667,32.33333333,57.11666667
BGM-1386,7,2,5,3,2,7,1,3,1,3,1,5,1,5,3,3,5,1,2,1,1,0,1,4,3,0,3,0,3,3,3,3,0,19.52,5.28,3.702147523,26.08,3.593333333,29.45555556,67.98777778
BGM-1387,9,3,5,3,3,9,3,5,4,1,1,5,1,5,3,7,5,1,1,1,2,2,2,2,7,0,3,1,3,3,1,3,90,15,4.36,3.466289857,21.18,2.38,27.44444445,72.87888889
BGM-1388,7,3,5,9,3,9,3,5,4,1,1,3,0,5,3,3,3,1,1,2,2,2,2,2,7,0,3,1,3,3,2,5,120,15.24,4,3.792036699,22.22,3.596666667,26.77777778,73.13555555
BGM-1389,9,3,5,3,2,6,3,5,4,3,1,5,1,2,3,7,5,1,2,1,2,1,2,2,7,5,3,1,4,3,2,3,90,18.98,6.58,2.886696223,29.6,3.156666667,36.76666667,54.24444444
BGM-1390,7,1,5,3,2,5,4,3,1,1,2,5,1,3,1,7,5,1,2,1,2,2,2,2,3,0,2,0,4,NA,2,3,120,17.74,4.48,3.970635734,27.18,3.016666667,28.33333333,59.94333333
BGM-1393,9,3,3,3,1,3,4,5,2,1,1,5,1,5,3,7,5,1,1,1,1,0,1,1,7,0,3,1,3,5,2,3,0,13.18,4.76,2.774542622,20.04,2.346666667,23.53666667,61.18333334
