PLOT ;Ano;Campo;Local;Genotipos-BGM-;Genotipos;Bloco;PRC;PTR;"Peso da parte aerea			|CO_334:0000016";IC;"Altura de planta			|CO_334:0000018";"Altura de planta sem folha			|CO_334:0000125";NMa ;DMC (specific gravimetry);HCN (Lab);PROD-AMD;"Porte de planta			|CO_334:0000099";PRNC;Vigor;"Retencao foliar			|CO_334:0000048";"Numero de raiz			|CO_334:0000011";Peso raiz ;Teor de amido Corrigido;DMC Forno;"HCN-1			|CO_334:0000091";"HCN-2			|CO_334:0000091";"HCN-3			|CO_334:0000091";"HCN-4			|CO_334:0000092";"HCN-5			|CO_334:0000093";"HCN-6			|CO_334:0000094";"HCN-7			|CO_334:0000095";"HCN-8			|CO_334:0000096";"HCN-9			|CO_334:0000097"
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0409;BGM-0409;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0409;BGM-0409;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0432;BGM-0432;1;32.81;34.38;28.13;55;2.13;-;5.32;32.29;25.34;9.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0432;BGM-0432;2;34.38;37.5;39.06;48.98;2.14;-;5.34;34.16;10.88;11.07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0432;BGM-0432;3;32.81;35.94;40.63;46.94;2.2;-;5.5;32.64;-;10.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0447;BGM-0447;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0447;BGM-0447;2;29.69;32.81;31.25;51.22;2;-;5;25.38;33.98;6.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0447;BGM-0447;3;0;0;13.28;0;0.66;-;1.64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0452;BGM-0452;1;45.31;50;49.22;50.39;2.24;-;5.61;30.21;53.22;12.78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0452;BGM-0452;2;34.38;35.94;62.5;36.51;2.13;-;5.31;28.83;51.04;8.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0452;BGM-0452;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0469;BGM-0469;1;29.69;32.81;29.69;52.5;2.27;-;5.68;34.19;35.09;9.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0469;BGM-0469;2;-;-;-;-;-;-;-;31.75;25.85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0469;BGM-0469;3;25;31.25;34.38;47.62;2.63;-;6.56;30.99;23.62;8.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0471;BGM-0471;1;6.25;6.25;4.69;57.13;0.55;-;1.38;29.53;75.21;1.56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0471;BGM-0471;2;15.63;15.63;15.63;50;1.87;-;4.67;32.25;36.64;4.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0471;BGM-0471;3;0;0;-;-;0.83;-;2.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0473;BGM-0473;1;33.75;34.38;21.88;61.11;1.31;-;3.28;36.75;23.91;11.04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0473;BGM-0473;2;28.91;31.25;23.44;57.14;1.76;-;4.41;29.76;31.54;7.85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0473;BGM-0473;3;25;28.13;17.19;62.07;1.69;-;4.21;32.53;33.68;7.84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0477;BGM-0477;1;51.88;60.63;56.25;51.87;1.75;-;4.38;28.38;15.94;14.39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0477;BGM-0477;2;25.16;28.28;23.44;54.68;1.67;-;4.18;28.46;22.88;6.73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0477;BGM-0477;3;25.94;29.06;40.63;41.7;2.37;-;5.92;29.02;31.69;7.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0489;BGM-0489;1;0;3.13;4.69;40.03;1.23;-;3.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0489;BGM-0489;2;0;0;3.13;0;1.1;-;2.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0489;BGM-0489;3;-;-;-;-;0.95;-;2.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0492;BGM-0492;1;31.56;46.25;62.5;42.53;1.75;-;4.38;35.61;32.34;14.32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0492;BGM-0492;2;36.56;39.69;46.88;45.85;2.05;-;5.13;33.9;21.69;11.61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0492;BGM-0492;3;38.91;31.25;51.56;37.74;2.24;-;5.59;34.9;14.71;9.45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0499;BGM-0499;1;25.63;27.19;25;52.1;1.47;-;3.67;27.87;19.89;6.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0499;BGM-0499;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0499;BGM-0499;3;30.63;33.75;35.31;48.87;2.25;-;5.63;27.01;11.14;7.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0532;BGM-0532;1;0;0;3.13;0;2.2;-;5.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0532;BGM-0532;2;0;6.25;21.88;22.22;1.85;-;4.63;31.81;35.24;1.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0532;BGM-0532;3;7.81;10.16;11.72;46.44;1.89;-;4.71;33.06;22.72;2.89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0540;BGM-0540;1;41.88;45;25;64.29;1.95;-;4.88;29.28;28.35;11.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0540;BGM-0540;2;45.31;50;45.31;52.46;2.42;-;6.04;24.73;39.25;10.04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0540;BGM-0540;3;25.78;29.69;23.44;55.88;2.41;-;6.03;28.34;34.99;7.03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0546;BGM-0546;1;13.59;15.94;30;34.7;1.91;-;4.77;33.45;9.69;4.59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0546;BGM-0546;2;20.31;23.44;36.56;39.07;1.93;-;4.83;31.97;22.49;6.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0546;BGM-0546;3;20.31;25;42.5;37.04;1.93;-;4.83;33.06;16.25;7.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0547;BGM-0547;1;28.13;28.44;55.63;33.83;2.01;-;5.03;29.3;30.06;7.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0547;BGM-0547;2;20.78;22.34;30.47;42.3;2.23;-;5.57;30.68;22.69;5.82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0547;BGM-0547;3;30;32.81;47.66;40.77;2.36;-;5.91;32.26;44.91;9.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0556;BGM-0556;1;28.13;34.38;39.06;46.81;2.67;-;6.68;30.83;25.04;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0556;BGM-0556;2;34.38;35.94;51.56;41.07;2.49;-;6.22;30.99;12.9;9.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0556;BGM-0556;3;34.38;37.5;54.69;40.68;2.83;-;7.06;35.21;14.3;11.46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0562;BGM-0562;1;25;28.13;28.75;49.45;2.23;-;5.58;32.87;29.68;7.94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0562;BGM-0562;2;16.41;18.75;25;42.86;2.44;-;6.09;28.9;22.16;4.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0562;BGM-0562;3;25.63;31.25;37.5;45.45;2.4;-;6;34.24;14.16;9.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0567;BGM-0567;1;30.31;30.63;48.13;38.89;1.98;-;4.94;24.49;51.53;6.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0567;BGM-0567;2;28.91;30.47;40.63;42.86;2.25;-;5.63;26.03;40.34;6.51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0567;BGM-0567;3;31.88;33.44;30.47;52.32;2.36;-;5.89;33.66;36.19;9.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0574;BGM-0574;1;13.91;14.06;15.63;47.36;1.79;-;4.48;30.75;21.27;3.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0574;BGM-0574;2;20.31;25;34.38;42.1;2.22;-;5.55;29.66;28.62;6.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0574;BGM-0574;3;21.09;25;26.56;48.49;2.31;-;5.78;33.09;25.6;7.11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0576;BGM-0576;1;6.25;6.25;13.13;32.25;2.5;-;6.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0576;BGM-0576;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0576;BGM-0576;3;27.5;31.25;21.25;59.52;1.88;-;4.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0579;BGM-0579;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0579;BGM-0579;2;34.38;37.5;42.19;47.06;2.48;-;6.21;30.87;27.65;9.83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0579;BGM-0579;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0583;BGM-0583;1;14.06;15.63;27.97;35.85;1.8;-;4.5;32.85;9.56;4.41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0583;BGM-0583;2;23.44;28.13;35.31;44.34;2.17;-;5.42;31.56;-;7.57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0583;BGM-0583;3;25.78;28.13;28.13;50;2.23;-;5.56;31.76;13.37;7.63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0587;BGM-0587;1;34.38;37.5;70.31;34.78;2.36;-;5.9;34.14;14.07;11.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0587;BGM-0587;2;54.69;56.25;54.69;50.7;2.58;-;6.45;34.87;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0587;BGM-0587;3;37.5;39.06;41.41;48.54;2.78;-;6.94;35.28;-;11.96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0600;BGM-0600;1;35.78;35.94;43.75;45.1;1.9;-;4.75;26.99;19.03;8.03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0600;BGM-0600;2;63.28;67.19;65.63;50.59;2.33;-;5.81;29.51;-;16.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0600;BGM-0600;3;52.34;56.25;52.34;51.8;2.11;-;5.29;29.72;25.47;14.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0601;BGM-0601;1;56.25;59.38;51.56;53.52;1.78;-;4.46;32.33;-;16.44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0601;BGM-0601;2;59.38;64.06;51.56;55.41;1.77;-;4.42;29.69;20.25;16.04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0601;BGM-0601;3;37.5;40.63;39.06;50.99;1.83;-;4.57;33.3;23.1;11.64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0620;BGM-0620;1;12.19;12.5;25;33.33;1.57;-;3.92;37.03;23.65;4.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0620;BGM-0620;2;7.81;9.38;18.75;33.35;1.7;-;4.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0620;BGM-0620;3;0;3.13;7.81;28.61;1.6;-;4;35.75;14.96;0.97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0623;BGM-0623;1;0;3.13;6.25;33.37;1.24;-;3.11;33.26;28.71;0.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0623;BGM-0623;2;-;-;9.38;-;1.49;-;3.72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0623;BGM-0623;3;-;-;6.25;-;0.78;-;1.95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0626;BGM-0626;1;0;2.34;20.16;10.4;1.46;-;3.64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0626;BGM-0626;2;14.06;18.75;56.56;24.9;1.57;-;3.92;27.13;37.47;4.22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0626;BGM-0626;3;3.13;5.47;36.56;13.01;1.45;-;3.63;29.04;39.74;1.33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0638;BGM-0638;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0638;BGM-0638;2;15.63;17.19;21.09;44.91;2.34;-;5.84;30.61;21.71;4.46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0638;BGM-0638;3;0;3.13;9.38;25.02;1.76;-;4.41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0640;BGM-0640;1;30;33.75;37.5;47.37;1.64;-;4.1;31.67;25.07;9.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0640;BGM-0640;2;33.59;35.94;31.25;53.49;2.11;-;5.28;28.88;34.68;8.71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0640;BGM-0640;3;37.5;40.63;45.31;47.28;2.06;-;5.16;34.05;25.45;11.95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0649;BGM-0649;1;35.16;37.5;48.44;43.64;2.3;-;5.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0649;BGM-0649;2;39.06;40.63;60.31;40.25;2.38;-;5.94;25.12;18.38;8.32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0649;BGM-0649;3;10.94;14.06;47.5;22.84;2.5;-;6.25;30.11;18.26;3.58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0702;BGM-0702;1;22.66;25;22.66;52.45;2.04;-;5.09;36.72;29.22;8.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0702;BGM-0702;2;19.69;22.03;25;46.84;2.46;-;6.16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0702;BGM-0702;3;-;-;-;-;1.67;-;4.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0728;BGM-0728;1;20.31;21.88;13.28;62.23;1.79;-;4.47;33.43;41.39;6.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0728;BGM-0728;2;15.63;18.75;14.06;57.15;1.85;-;4.63;33.84;57.95;5.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0728;BGM-0728;3;25;28.13;13.28;67.93;1.91;-;4.78;34.87;58.3;8.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0745;BGM-0745;1;10.94;12.5;12.5;50;2;-;5;25.17;37.41;2.57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0745;BGM-0745;2;6.25;9.38;12.5;42.87;1.33;-;3.31;31.42;28.88;2.51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0745;BGM-0745;3;15.63;17.97;23.44;43.4;2.1;-;5.25;34.75;25.28;5.41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0778;BGM-0778;1;23.44;25;26.56;48.49;1.67;-;4.18;28.45;24.24;5.95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0778;BGM-0778;2;25.78;28.13;15.63;64.28;1.64;-;4.11;28.75;21.65;6.78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0778;BGM-0778;3;29.69;31.25;25;55.56;1.74;-;4.35;32.77;40.44;8.79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0788;BGM-0788;1;17.19;18.75;21.09;47.06;1.65;-;4.13;30.97;23.95;4.94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0788;BGM-0788;2;14.84;17.19;24.38;41.35;2.27;-;5.68;31.63;19.63;4.64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0788;BGM-0788;3;3.75;6.25;17.81;25.98;1.38;-;3.44;36.16;30.08;1.97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0807;BGM-0807;1;45;46.88;36.72;56.08;1.95;-;4.88;31.18;18.31;12.44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0807;BGM-0807;2;46.88;48.44;51.56;48.44;2.15;-;5.38;26.36;13.66;10.52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0807;BGM-0807;3;41.41;43.75;37.5;53.85;1.74;-;4.34;29.84;10.72;11.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0810;BGM-0810;1;43.75;46.88;39.06;54.55;1.88;-;4.7;32.5;33.11;13.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0810;BGM-0810;2;18.75;21.09;25;45.76;2.23;-;5.57;29.9;48.22;5.33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0810;BGM-0810;3;25;28.13;29.69;48.65;1.93;-;4.83;30.47;27.67;7.26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0817;BGM-0817;1;6.25;6.56;14.06;31.81;1.42;-;3.55;32.79;21.19;1.85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0817;BGM-0817;2;7.81;9.38;23.44;28.58;1.89;-;4.72;30.31;38.37;2.41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0817;BGM-0817;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0821;BGM-0821;1;15.63;18.75;15;55.56;1.7;-;4.25;32.05;22.25;5.14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0821;BGM-0821;2;-;-;-;-;-;-;-;34.68;11.27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0821;BGM-0821;3;3.59;5.47;19.38;22.01;1.58;-;3.94;34.83;16.84;1.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0822;BGM-0822;1;33.59;34.38;44.53;43.57;2.28;-;5.7;29.06;30.93;8.39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0822;BGM-0822;2;32.81;35.94;48.44;42.59;2.4;-;6;30.3;21.09;9.22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0822;BGM-0822;3;37.5;39.06;50;43.86;2.21;-;5.54;30.45;17.99;10.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
